likelihood_sigma,sigma
4.3541269369e-38,2.1199099397
1.6463410151e-24,5.0225759294
9.5070339175e-48,1.5784829236
3.6378761980e-39,2.0392981537
2.5951882798e-50,1.4815795439
2.7786504429e-30,68.2917885328
4.5498314617e-32,2.7546694551
1.7395058082e-39,2.0166534275
8.8271707657e-47,1.6187819404
8.4965168774e-27,3.9131139058
7.4209551741e-25,4.7968093499
6.0045220020e-33,2.6348470350
7.4124012188e-23,14.7482106084
8.8585398352e-23,7.1599369804
7.3793431569e-43,1.8084474154
1.5854863830e-24,5.0111795310
9.7687237957e-44,478.4151885802
1.0262804553e-41,361.3970259858
8.5073591426e-24,5.6145273152
1.2580791673e-43,1.7674931038
1.5153502216e-51,1.4394066791
4.1247987240e-35,2.3860561240
1.6505443627e-45,1.6753181645
1.7234830433e-49,1.5112165756
8.8496418784e-24,5.6316416956
1.3665587788e-46,1.6269523298
2.1545301188e-22,8.8414518055
8.0127319563e-44,1.7573758723
7.3920891763e-23,6.9730698918
2.1442042777e-45,1.6805825635
9.0372503674e-33,100.1770889481
9.8916429628e-31,2.9643802206
1.0661491301e-42,1.8172322441
4.4279913586e-33,2.6178803884
1.2794082827e-22,13.1992902704
1.4428223060e-28,51.6629497280
1.0018361943e-37,206.2271515098
9.8844963970e-26,4.3359157082
1.7992099382e-51,1.4418817773
7.8350057728e-23,14.6007957489
3.5028690416e-29,57.2018058036
4.3389988319e-49,1.5261441276
2.0798265909e-22,8.7012377846
4.4491904514e-41,1.9120137253
4.4657371903e-40,1.9763686901
2.6315769843e-26,4.0934137613
1.4079354259e-50,1.4722747814
5.4105196665e-23,15.5596791404
2.4522793220e-32,93.8344849545
9.8215677729e-29,53.1247469325
3.1588096058e-27,40.9860707948
6.4387085335e-30,3.1122996476
8.9041660258e-24,5.6343222616
1.4345917169e-23,5.8565489997
1.6131311441e-34,2.4486077086
1.3269469323e-27,3.6579566704
8.4947962568e-34,2.5301920937
3.7283387022e-27,40.4612667729
1.2094595457e-22,13.3722283332
1.3049003155e-49,1.5067805750
1.9124303330e-23,6.0060390206
4.1096223923e-35,141.6180668057
1.4480873678e-22,7.8278155282
1.0826739966e-26,37.1926565832
6.3205238440e-38,212.1770133598
1.5962588540e-47,1.5876573465
6.6625583384e-31,75.2841953461
1.9214207767e-29,59.6876568570
8.7471748968e-31,2.9552631829
7.3404530219e-42,368.7948284806
2.1233463411e-29,59.2681406646
1.8318171290e-43,1.7760181745
7.0906438731e-28,45.9313136690
2.4919923097e-23,6.1563924231
9.3416888800e-36,2.3220010426
3.0364356917e-28,3.4836070260
1.5727104604e-40,306.2759724742
4.6016059567e-31,77.1918405240
1.2613235907e-36,176.2326159315
1.3107950162e-37,2.1580759389
4.0892187818e-44,1.7425262936
7.4013493616e-30,3.1240330991
1.1618766230e-25,30.5143887250
2.0999597037e-24,23.2564769052
2.7563301607e-44,1.7339469900
1.3993168293e-52,1.4059922738
2.2542494330e-22,9.0640777338
6.4033269553e-35,2.4058203865
3.1033313492e-44,1.7365161604
7.8467574626e-44,1.7569095790
1.7624168868e-32,2.6969783584
7.2278348380e-24,5.5455839630
1.8834801662e-31,2.8468445294
1.1192018517e-44,1.7146902194
1.1956291922e-49,1.5053920463
3.0083985376e-28,3.4825769508
1.0587717861e-40,1.9356477966
7.7648489523e-42,1.8663284206
1.5769704543e-44,1.7219604348
7.3991399342e-27,38.3391033338
2.6683363341e-27,41.5250281138
8.5051102380e-23,7.1159171433
2.4150390306e-22,10.0073936639
8.0129017945e-31,2.9488035605
1.3406139505e-22,13.0520155596
2.0216212407e-42,1.8327368710
1.2671027322e-25,4.3859820956
4.4338335261e-31,2.9060810370
1.6539041493e-24,5.0239681318
1.4612689741e-24,4.9867587061
5.8644234033e-27,39.0503736006
2.4852701881e-30,3.0349329482
8.6052071991e-36,2.3185744537
9.3852230446e-24,19.7383081701
9.7281938213e-29,53.1614535981
2.6281517318e-52,1.4146686197
7.1318308864e-27,38.4511196484
5.4796587022e-24,5.4345296614
7.1712996142e-23,14.8353890676
1.3996032105e-31,2.8269703283
7.2180299414e-47,1.6150498151
2.1697656985e-32,94.5925498877
2.6130762766e-32,93.4432560352
7.6666342387e-30,3.1270158687
6.2666638493e-32,2.7748160153
3.0753125045e-23,16.9454289966
1.7646038505e-31,82.3254545395
7.2974648931e-30,3.1228377942
1.0864676563e-24,24.8423379642
2.2212008132e-22,8.9842151653
6.4989432993e-48,1.5718220086
4.5234988607e-26,33.0775235864
3.9394572487e-24,21.7679232945
2.1328454671e-25,4.4964343888
1.2039502195e-33,2.5481359815
1.5045433026e-29,60.7244761493
6.5339875796e-37,183.5983935572
7.1828537441e-30,3.1215004977
2.5598341387e-30,3.0372648316
2.0062584346e-22,8.5768644205
1.8107801218e-41,1.8881793503
1.0747320828e-34,2.4295849610
2.0749556383e-22,11.3654322687
2.5127122154e-42,1.8380737137
1.6014138330e-22,12.4531535821
4.5314105803e-23,16.0021725258
1.9946485895e-24,5.0818915847
1.5411235297e-52,1.4073135449
1.8531028981e-22,11.8899080655
1.0007627807e-41,1.8728170206
3.4537518308e-37,2.1929467096
1.2656075965e-36,2.2417659227
1.5412318042e-37,2.1638167273
1.2812169070e-46,1.6257411112
4.9585337479e-45,1.6976976574
2.4146084896e-35,2.3624934454
2.5351397400e-39,2.0281422764
6.4527182326e-23,15.1104275868
1.0093979885e-32,2.6643912401
6.5113112950e-25,26.0979951003
2.3068015010e-33,109.4711708135
7.0412325814e-49,1.5341009344
3.7838102683e-50,1.4873809303
3.4573700400e-34,2.4852714943
4.3571992285e-23,16.0989216647
5.8038235607e-25,4.7330107754
1.2804220813e-38,2.0792782931
1.1878075363e-38,2.0768431096
7.4607638019e-48,1.5742316738
2.5984176583e-45,1.6844713881
8.2181548578e-24,20.0479518408
1.3400386945e-22,7.6997308900
1.8584460472e-44,1.7254668689
8.8097517040e-29,3.3526687332
1.1311414130e-30,72.6254538948
2.4420077162e-26,4.0807973526
1.3899448009e-27,3.6638082422
5.3001162386e-27,3.8438850791
1.4618964173e-44,1.7203480190
1.0956196215e-35,2.3286865186
1.0453667865e-25,4.3470630608
1.9332302690e-22,11.7063118760
1.0786144569e-22,13.7123505049
1.4642186409e-26,3.9972039971
2.7086320114e-30,3.0417340490
9.8419166684e-47,1.6208077742
8.2995140112e-34,2.5290059670
2.1927950033e-27,42.1580430096
