tauint,rho,drho
0.000000,1.000000,0.000000
1.000000,0.736060,0.007793
2.000000,0.580613,0.011683
3.000000,0.453298,0.014612
4.000000,0.364623,0.016338
5.000000,0.300386,0.017518
6.000000,0.244483,0.018574
7.000000,0.193661,0.019414
8.000000,0.150314,0.019912
9.000000,0.111916,0.020215
10.000000,0.099847,0.020133
11.000000,0.079937,0.020106
12.000000,0.079704,0.019939
13.000000,0.080230,0.019852
14.000000,0.068621,0.019900
15.000000,0.060267,0.020008
16.000000,0.046465,0.020169
17.000000,0.029545,0.020299
18.000000,0.031108,0.020301
19.000000,0.022997,0.020306
20.000000,0.017411,0.020265
21.000000,0.012665,0.020243
22.000000,0.001647,0.020243
23.000000,-0.006324,0.020210
24.000000,-0.004506,0.020115
25.000000,-0.005052,0.020053
26.000000,-0.005241,0.020051
27.000000,-0.012056,0.020087
28.000000,-0.015935,0.020178
29.000000,-0.011474,0.020332
30.000000,-0.009713,0.020419
31.000000,-0.001840,0.020476
32.000000,-0.003478,0.020511
33.000000,0.000964,0.020535
34.000000,0.001800,0.020550
35.000000,-0.003922,0.020560
36.000000,0.001912,0.020575
37.000000,0.002570,0.020583
38.000000,-0.001894,0.020588
39.000000,-0.004175,0.020588
40.000000,-0.007512,0.020583
41.000000,-0.014050,0.020576
42.000000,-0.006331,0.020578
43.000000,-0.006909,0.020575
44.000000,-0.007385,0.020575
45.000000,-0.001769,0.020578
46.000000,-0.005004,0.020576
47.000000,-0.006856,0.020574
48.000000,-0.014973,0.020566
49.000000,-0.018414,0.020561
50.000000,-0.019146,0.020559
51.000000,-0.019104,0.020559
52.000000,-0.016374,0.020562
53.000000,-0.019280,0.020560
54.000000,-0.015880,0.020564
55.000000,-0.018627,0.020563
56.000000,-0.019770,0.020564
