tauint,rho,drho
0.000000,1.000000,0.000000
1.000000,0.472134,0.009596
2.000000,0.258538,0.011879
3.000000,0.148303,0.012710
4.000000,0.082088,0.013177
5.000000,0.040796,0.013406
6.000000,0.024871,0.013284
7.000000,0.015449,0.013197
8.000000,0.012159,0.013165
9.000000,0.020190,0.012975
10.000000,0.019185,0.012745
11.000000,0.005421,0.012773
12.000000,0.003869,0.012830
13.000000,-0.006809,0.013144
14.000000,-0.002019,0.013223
15.000000,-0.000325,0.013244
16.000000,0.002504,0.013252
17.000000,-0.007086,0.013248
18.000000,-0.007535,0.013249
19.000000,-0.017789,0.013236
20.000000,-0.027180,0.013223
21.000000,-0.025689,0.013224
22.000000,-0.017760,0.013233
23.000000,-0.024090,0.013227
24.000000,-0.029839,0.013225
