W,tauint,error
0.000000,0.500000,0.000000
1.000000,0.972134,0.020092
2.000000,1.230672,0.035971
3.000000,1.378975,0.049365
4.000000,1.461063,0.060395
5.000000,1.501858,0.069409
6.000000,1.526729,0.077292
7.000000,1.542178,0.084330
8.000000,1.554337,0.090863
9.000000,1.574527,0.097627
10.000000,1.593712,0.104162
11.000000,1.599133,0.109618
12.000000,1.603001,0.114769
13.000000,1.596193,0.118948
14.000000,1.594174,0.123282
15.000000,1.593848,0.127583
16.000000,1.596352,0.131974
17.000000,1.589267,0.135432
18.000000,1.581732,0.138697
19.000000,1.563943,0.140895
20.000000,1.536763,0.142043
21.000000,1.511074,0.143118
22.000000,1.493314,0.144764
23.000000,1.469224,0.145630
24.000000,1.439385,0.145741
