W,tauint,error
0.000000,0.500000,0.000000
1.000000,1.133009,0.023417
2.000000,1.545731,0.045180
3.000000,1.856190,0.066448
4.000000,2.105725,0.087042
5.000000,2.351276,0.108665
6.000000,2.535304,0.128353
7.000000,2.667704,0.145877
8.000000,2.760676,0.161384
9.000000,2.829736,0.175455
10.000000,2.895239,0.189227
11.000000,2.937876,0.201386
12.000000,2.985327,0.213738
13.000000,3.036753,0.226298
14.000000,3.080823,0.238248
15.000000,3.120688,0.249802
16.000000,3.142817,0.259823
17.000000,3.153674,0.268745
18.000000,3.164634,0.277497
19.000000,3.177832,0.286291
20.000000,3.184708,0.294363
21.000000,3.190999,0.302229
22.000000,3.192129,0.309450
23.000000,3.192398,0.316432
24.000000,3.190474,0.323043
25.000000,3.193121,0.329978
26.000000,3.193883,0.336593
27.000000,3.183023,0.341839
28.000000,3.166816,0.346339
29.000000,3.149892,0.350585
30.000000,3.131649,0.354514
31.000000,3.116923,0.358679
32.000000,3.102373,0.362717
33.000000,3.090100,0.366884
34.000000,3.076339,0.370743
35.000000,3.063545,0.374591
36.000000,3.055523,0.378910
37.000000,3.048208,0.383217
38.000000,3.038973,0.387185
39.000000,3.030860,0.391199
40.000000,3.026165,0.395569
41.000000,3.015550,0.399078
42.000000,3.005344,0.402548
43.000000,2.993645,0.405727
44.000000,2.979049,0.408416
