W,tauint,error
0.000000,0.500000,0.000000
1.000000,1.236060,0.025547
2.000000,1.816672,0.053100
3.000000,2.269971,0.081261
4.000000,2.634593,0.108904
5.000000,2.934979,0.135640
6.000000,3.179462,0.160964
7.000000,3.373122,0.184451
8.000000,3.523436,0.205973
9.000000,3.635353,0.225407
10.000000,3.735200,0.244126
11.000000,3.815137,0.261521
12.000000,3.894841,0.278856
13.000000,3.975071,0.296221
14.000000,4.043692,0.312710
15.000000,4.103959,0.328509
16.000000,4.150424,0.343125
17.000000,4.179969,0.356202
18.000000,4.211077,0.369257
19.000000,4.234074,0.381447
20.000000,4.251485,0.392966
21.000000,4.264150,0.403870
22.000000,4.265796,0.413534
23.000000,4.259472,0.422201
24.000000,4.254966,0.430825
25.000000,4.249914,0.439187
26.000000,4.244673,0.447332
27.000000,4.232617,0.454559
28.000000,4.216682,0.461157
29.000000,4.205209,0.468043
30.000000,4.195496,0.474945
31.000000,4.193656,0.482584
32.000000,4.190178,0.489899
33.000000,4.191142,0.497609
34.000000,4.192943,0.505310
35.000000,4.189021,0.512207
36.000000,4.190933,0.519710
37.000000,4.193503,0.527202
38.000000,4.191609,0.534038
39.000000,4.187434,0.540480
40.000000,4.179922,0.546383
41.000000,4.165872,0.551312
42.000000,4.159541,0.557146
43.000000,4.152632,0.562804
44.000000,4.145247,0.568298
45.000000,4.143479,0.574474
46.000000,4.138475,0.580121
47.000000,4.131618,0.585421
48.000000,4.116645,0.589472
49.000000,4.098231,0.592917
50.000000,4.079085,0.596138
51.000000,4.059981,0.599250
52.000000,4.043606,0.602656
53.000000,4.024326,0.605523
54.000000,4.008446,0.608797
55.000000,3.989819,0.611553
56.000000,3.970049,0.614029
