W,tauint,error
0.000000,0.500000,0.000000
1.000000,0.942442,0.010457
2.000000,1.149732,0.018042
3.000000,1.246156,0.023949
4.000000,1.291744,0.028666
5.000000,1.320046,0.032752
6.000000,1.341166,0.036452
7.000000,1.354446,0.039762
8.000000,1.369787,0.042989
9.000000,1.382111,0.046007
10.000000,1.391691,0.048832
11.000000,1.398819,0.051478
12.000000,1.403832,0.053959
13.000000,1.407213,0.056298
14.000000,1.410805,0.058572
15.000000,1.411661,0.060665
16.000000,1.412315,0.062684
17.000000,1.409327,0.064476
18.000000,1.409608,0.066358
19.000000,1.410848,0.068237
20.000000,1.416835,0.070307
21.000000,1.418187,0.072112
22.000000,1.407738,0.073265
23.000000,1.394161,0.074189
24.000000,1.380542,0.075044
