tauint,rho,drho
0.000000,1.000000,0.000000
1.000000,0.442442,0.005056
2.000000,0.207289,0.006305
3.000000,0.096425,0.006753
4.000000,0.045588,0.006883
5.000000,0.028302,0.006883
6.000000,0.021120,0.006853
7.000000,0.013280,0.006832
8.000000,0.015341,0.006804
9.000000,0.012325,0.006802
10.000000,0.009579,0.006816
11.000000,0.007129,0.006725
12.000000,0.005012,0.006707
13.000000,0.003381,0.006785
14.000000,0.003592,0.006800
15.000000,0.000856,0.006803
16.000000,0.000654,0.006803
17.000000,-0.002988,0.006804
18.000000,0.000280,0.006804
19.000000,0.001240,0.006804
20.000000,0.005987,0.006804
21.000000,0.001352,0.006804
22.000000,-0.010449,0.006803
23.000000,-0.013577,0.006801
24.000000,-0.013619,0.006802
