likelihood_sigma,sigma
6.2114483946e-26,2.6019363467
2.7656024526e-28,2.2108034244
4.1889162115e-28,2.2358709935
4.4149771659e-24,40.0625967496
6.5350239453e-30,2.0110742133
6.8451117935e-27,2.4239116985
9.0823056398e-24,3.1589519958
2.6361488936e-25,2.7372511490
5.0786035278e-29,2.1149408894
3.3638782200e-29,2.0930811917
1.0002667042e-33,1.6715344520
8.3991299453e-20,7.9302087495
4.2672880306e-22,24.6896673519
3.0304345120e-20,13.1196309744
3.1539806298e-29,2.0897096523
4.0573777987e-21,4.6009572287
4.0883140184e-28,2.2343848154
2.5757469417e-21,4.4235470584
2.6397494797e-31,169.3977891368
1.0812370274e-21,4.1357504981
5.4423340642e-20,6.5903591146
7.9796260376e-21,16.7201848788
2.7163365644e-25,52.1563497104
9.7082087771e-27,2.4501506237
2.4613881174e-21,4.4069601368
6.0670351138e-21,4.7785049384
5.2109659602e-26,2.5865950393
3.5431889413e-20,12.6622281498
4.4065336144e-23,3.4085763096
1.6339881957e-31,1.8508591419
6.9236863881e-23,3.4901021951
1.4719323529e-30,1.9426268101
3.7327131756e-32,1.7945436925
1.9835001727e-20,14.3022616441
7.2857426844e-21,16.9587380885
2.0647183166e-23,3.2825248003
5.1676103137e-22,3.9301533583
2.6667556868e-22,3.7688382691
1.7036866243e-21,20.8141041135
2.2682081711e-20,13.9348063775
7.5807882178e-20,9.8872618898
1.0265541946e-24,2.8816404133
5.3535795452e-26,2.5889391778
1.1975263120e-22,3.5963637588
8.1459693129e-20,7.7228612889
7.1697688883e-20,10.1732895428
5.0923339089e-20,11.5162099634
4.4217564553e-21,4.6371287864
9.2618647103e-28,2.2856960649
9.3521978485e-30,126.5712899546
2.2085794354e-32,1.7754496532
5.8730473890e-23,3.4598082025
1.6883703588e-23,3.2510852071
1.9593444606e-31,1.8580648086
4.7008956392e-20,6.3597244433
4.9123028993e-23,3.4277130776
6.0578358216e-20,6.7918533522
7.1707544495e-21,4.8591371757
4.1763658293e-32,1.7986905493
9.9124856102e-23,3.5587150406
1.3659407765e-20,5.2198293432
1.1780100149e-23,3.1967633050
4.5028061137e-25,2.7919243243
2.7505260159e-20,5.7507383838
7.1195485456e-21,17.0192378851
8.6380333262e-20,8.7925070068
8.4915967700e-22,4.0650695638
6.8411353412e-26,2.6104659293
7.1591856343e-20,7.2034504401
1.7405091965e-22,3.6741498117
1.3512242290e-20,5.2129680616
4.3061683910e-20,12.0650694427
4.3189258530e-21,4.6271420296
9.4588742911e-34,1.6697825089
2.1186608904e-30,1.9588529293
2.2912268354e-32,1.7767713659
3.3313790033e-20,5.9387428587
3.0826383742e-30,138.6631418620
9.5668928543e-22,4.0995034853
1.7767101709e-20,14.6005291539
1.3222202632e-20,5.1993203937
2.1334606078e-27,2.3410217924
1.3070126950e-33,1.6799750594
6.4425386955e-21,17.2812319354
3.0602078363e-23,3.3463816303
9.4615512361e-22,22.4287731481
5.2669720265e-20,11.4002660686
6.5048147402e-23,3.4785311828
6.1362794778e-22,3.9753524501
2.5384963147e-33,1.7013429990
5.4016719864e-24,39.2787087380
4.0726481087e-29,112.0453268660
2.7983794750e-22,3.7799611532
3.6294045430e-21,4.5553781035
6.1985184815e-22,23.6179217530
1.9470189991e-23,34.5479356847
1.4080857127e-25,2.6764710717
3.3984854816e-26,2.5501607926
7.2455945793e-23,3.4985939942
4.6179319705e-24,3.0657958474
1.9267029595e-31,1.8573954823
1.4463530674e-30,1.9418535575
1.0000516073e-20,16.1274029209
1.0805663104e-23,36.6678607317
2.4045692741e-25,52.7436287273
4.5913096850e-21,18.1708837244
3.4653631484e-34,288.1295945807
8.4529903857e-20,9.1054346821
7.1674967687e-21,4.8589118120
1.3567772843e-21,21.4342240579
1.5563109839e-22,27.7019360020
7.3908898660e-24,3.1298018690
1.8527836152e-20,5.4275250176
2.4157732611e-21,19.8736455340
3.3005035046e-31,1.8791179267
1.2791367598e-23,3.2089837526
1.1249836272e-20,5.1015395011
3.3708049730e-22,3.8238087411
7.6923688178e-24,37.9315947924
1.1431109175e-27,2.2993549048
4.0252820727e-23,32.0481991300
7.3720847477e-20,10.0352377560
1.7882175441e-20,14.5831117263
4.0067856026e-20,12.2898923849
1.0221530719e-22,3.5647561875
5.8401438427e-27,2.4122101270
8.0057544605e-20,9.5566441389
3.7145339118e-22,25.0935482559
2.9828723452e-29,2.0868009695
1.5638702023e-30,1.9453046729
8.5884052064e-26,2.6308313310
1.5271400989e-21,4.2433544109
4.3769998359e-23,3.4074012522
2.1353057427e-20,5.5354198370
3.1735379649e-31,1.8775152430
1.3642610996e-23,3.2186287602
1.4677845998e-27,82.7883339795
1.9741492754e-37,518.6364037146
2.8649031227e-42,1233.5962367916
9.5817032561e-23,3.5520689076
8.6721989131e-20,8.3599243335
7.1260118272e-23,30.1660367578
3.9216662832e-27,2.3834466406
5.0812502469e-27,2.4020622710
6.0554873163e-21,17.4437319322
1.9263753995e-30,1.9545841053
7.7745511986e-28,87.4102719178
5.6949087821e-23,3.4542166456
1.8259208721e-28,2.1863871241
1.0398110561e-20,5.0561579253
6.1373716571e-23,3.4678423596
3.2414763882e-29,2.0911400262
1.3090807139e-21,21.5322412426
5.3976679578e-27,2.4064536993
7.0395508528e-32,1.8182581542
6.6383107160e-22,3.9965444574
6.5248731816e-22,3.9918717828
5.2299126366e-32,1.8070625850
1.9751829326e-31,1.8583857697
4.0999594839e-28,2.2345585921
5.9124557596e-33,229.9138217990
1.9323040124e-25,2.7067252544
7.3865364594e-26,58.7129459225
4.9815156371e-25,2.8025485572
4.1615880427e-20,6.1951648093
5.2734274751e-22,3.9354095459
6.6462138316e-23,3.4825068281
5.9353415167e-27,2.4133955558
2.1140749369e-29,2.0690543980
2.6116717616e-22,3.7640478133
7.4859209521e-31,1.9133059836
3.2156026508e-23,32.8080676956
1.1119341728e-20,5.0947244713
2.2920065119e-22,3.7344622069
8.3015191239e-20,9.2804885872
1.1845866308e-30,1.9330968405
1.6244846569e-20,14.8413710328
2.0204811930e-24,2.9610031197
2.0962814123e-24,2.9654790745
6.5644467497e-20,6.9701060275
7.3389435765e-33,1.7368190530
5.4903131557e-20,6.6056440678
2.0779275026e-21,4.3467445803
1.5467936807e-29,2.0532490235
7.0903791123e-20,7.1746256913
2.5860391967e-20,5.6952164029
6.6995116518e-21,17.1786740926
4.4010498548e-25,2.7895345871
2.3822042947e-31,1.8658910794
7.7338157621e-20,7.4734401695
2.0756252124e-23,3.2833586925
2.6358590146e-21,4.4320468707
1.7246040599e-22,3.6721844389
1.0715562712e-31,1.8343599034
1.1700642457e-21,4.1596409614
1.7499199611e-29,2.0594573225
2.1489748942e-21,4.3584986610
2.4182506464e-33,1.6997602492
1.5813201905e-32,1.7635314608
5.9028187844e-20,10.9890803106
2.8129418176e-20,5.7714959305
7.8511078173e-25,2.8516647739
5.1949067527e-20,6.5123731793
2.9125332247e-32,1.7854585947
2.2319685361e-20,13.9792034431
7.0416863707e-22,4.0126568948
1.7878045554e-20,14.5837350248
6.3286469308e-20,10.7184048073
2.3862869390e-23,3.3056388727
1.4966345231e-20,5.2790302496
1.0404108082e-22,28.9569733404
3.2777504402e-25,2.7591740539
6.5655754946e-25,2.8321040046
5.8896332089e-23,3.4603213672
4.2420140439e-20,12.1123646421
5.2428614133e-27,2.4043359340
2.2028679700e-27,2.3432081163
2.1767339855e-27,2.3423925250
3.5644439994e-28,2.2260449339
6.8617188317e-26,2.6107324063
5.5830636899e-28,2.2536133233
2.4318113900e-26,2.5224877106
1.9346825758e-27,2.3343727216
3.2270252630e-24,3.0192183019
2.8660216135e-28,2.2129309026
5.4905541391e-22,23.9637298757
7.2270889643e-20,7.2324843015
2.1868384287e-22,3.7239758764
1.3961063657e-22,28.0373816245
7.4100158603e-21,16.9143926338
8.4990100609e-20,9.0432801178
9.1314367226e-32,1.8281910403
4.8855306455e-20,6.4164186788
1.1075231890e-26,2.4602211260
7.7792328374e-27,71.6669935556
7.9922771755e-30,2.0207477979
6.6688860862e-29,2.1296916508
2.3121652002e-20,5.5996584600
2.1989536527e-30,142.5523100404
1.0646567374e-26,2.4571932189
8.5911449580e-23,3.5309263194
1.2393458364e-20,15.5616231001
3.1788859237e-20,12.9812984587
6.3957000272e-26,2.6045113495
1.1504941386e-23,3.1932786288
2.4448141716e-28,2.2034861542
1.3898596129e-33,1.6819280108
7.9807284160e-20,7.6141533323
5.6953859574e-20,6.6716849296
1.7593983024e-24,2.9443390469
5.6231097535e-25,48.7592101390
1.9743216237e-27,2.3357478724
1.2495047439e-30,1.9354280434
8.6566156387e-20,8.3084893823
7.9764989660e-23,29.8027449229
2.9862610634e-24,3.0093769407
3.7944468542e-23,32.2469083340
8.6545687049e-20,8.3026637299
6.4547426845e-20,6.9302412253
6.9059248508e-20,7.0999862237
1.1032894120e-29,2.0364674780
1.3587181887e-20,5.2164672145
8.2614112259e-20,7.8093251003
1.7723119985e-25,54.2367472360
8.0242096327e-20,7.6413780928
2.1515639326e-25,2.7171929978
1.5152582283e-25,55.0168902658
6.5751603095e-21,4.8167499403
6.7634565154e-20,7.0446264338
6.0280410802e-22,23.6972430441
9.7873342469e-21,5.0221978672
7.5199018078e-25,47.4521237504
7.7118290068e-20,9.7904155128
1.6619876581e-26,2.4918853701
5.6946498072e-20,11.1222672018
3.2274522967e-23,32.7955295676
7.9736734755e-20,9.5836077721
1.1022847852e-26,2.4598569799
4.2719305706e-34,283.3887384542
8.1821213517e-31,1.9171043638
9.3227342800e-26,2.6382727902
2.7754678482e-22,3.7780566285
3.0631077894e-28,2.2169107800
4.6063895790e-20,6.3308156254
9.6743902111e-23,29.1870209852
2.0404838845e-22,26.8752025072
8.4273335264e-23,29.6265462104
3.1874475974e-21,19.1350484561
6.0666354469e-21,4.7784740203
8.2613091321e-33,1.7408790122
1.2337932121e-28,2.1639065717
1.3585397664e-21,21.4306713549
2.6880336814e-21,4.4393083640
2.5547179367e-22,3.7590057219
8.1247684514e-21,16.6729041428
1.3078752298e-21,4.1940369169
1.1109081762e-21,4.1438966445
1.0899276631e-27,2.2962456289
1.1376357573e-26,2.4622839986
6.2007886125e-33,1.7310766369
1.9034458403e-31,173.9414856194
6.1124580762e-20,6.8104241046
1.0056447712e-29,125.8154908694
6.3754486952e-27,2.4186565073
4.0760819332e-31,1.8877948786
2.6544722735e-20,13.4966585580
7.9912391319e-31,1.9160944078
8.7689801871e-31,1.9200750620
5.7716174366e-32,1.8107585227
3.5757619294e-23,32.4474344010
3.7927332081e-22,25.0326924565
2.4766152643e-21,4.4092014674
3.8788278962e-21,18.6154253978
6.7258305563e-20,10.4646372343
6.2673473828e-24,3.1069714756
3.9770080946e-21,4.5926700574
9.9204509873e-27,2.4517970135
9.4250135727e-23,3.5488523075
4.5767636530e-30,1.9942167199
7.5025276627e-33,1.7375734396
9.5682516775e-21,16.2435780060
8.1539212271e-21,16.6635087344
1.7562851318e-21,20.7317260693
2.0006166724e-24,2.9598052608
8.4584521081e-21,4.9434389408
2.1486759796e-27,2.3415066818
5.7694803271e-20,6.6958611725
8.1797996156e-20,9.4014271261
2.1307882317e-31,1.8614150359
1.6462887041e-35,366.5416429744
5.7400564175e-20,6.6862387843
3.1893515139e-21,19.1334639072
8.0879147379e-29,105.8101974354
4.3127732218e-23,31.8170695876
1.1837421871e-35,376.1848223711
8.6927524018e-20,8.5081604555
1.8391882811e-25,2.7019484958
3.3603215973e-26,62.9991032807
5.7390648972e-20,11.0937632993
7.1901404585e-25,47.6519593587
5.2950242120e-23,3.4410955281
3.5029581261e-20,5.9925437447
1.9291005113e-21,4.3211001859
2.3582216964e-33,1.6989417073
7.1536574979e-20,7.2011130378
6.3766702938e-20,6.9023374783
9.8695500995e-22,22.3114273688
4.9695789808e-20,6.4423497208
1.5615351681e-30,1.9452385288
1.3697985699e-25,2.6738750283
2.3138586019e-30,1.9628263269
4.9008546658e-20,6.4211400429
1.5295460042e-23,35.4063548577
3.2570855077e-27,2.3703130752
1.5387965536e-29,121.4707066393
5.5092691747e-33,1.7270728341
4.7173908575e-24,3.0686233765
8.7693657311e-32,1.8266383544
2.3498918342e-25,2.7258553183
2.4857224829e-20,5.6607057543
3.0297012870e-27,77.7824874891
6.8300288198e-31,1.9094073796
1.4558296606e-31,1.8463109520
6.0885284236e-20,6.8022717165
1.2118626986e-27,84.1584112564
3.8321702565e-20,6.0943842776
1.9087025088e-20,5.4494718122
1.0178519876e-21,22.2258963930
9.2625248449e-24,3.1617680809
6.5528432566e-21,4.8151127785
9.4935097378e-28,2.2872895378
5.8202575238e-25,2.8191105017
6.7698102546e-23,3.4859229930
4.5346257807e-26,2.5746064911
1.8255040940e-20,5.4167002525
1.3874024497e-33,1.6818717111
1.6829746103e-21,4.2751703710
8.3794559033e-23,3.5261401855
2.7134633935e-32,1.7828852806
8.4325395666e-20,7.9638077858
3.2941399149e-24,41.2209966961
4.3706520148e-27,2.3911942609
5.7433416706e-21,4.7529963905
2.0090781313e-25,2.7105083718
8.1236322384e-31,1.9167972951
1.5847528748e-27,2.3209468486
2.1516517296e-31,1.8618050947
8.7376472086e-24,3.1534261884
1.0326646551e-22,3.5667756149
5.2342406867e-20,11.4218710965
2.8755065278e-29,2.0848944937
2.0634079332e-20,14.1945690336
3.3697323733e-21,18.9875849383
3.1560200747e-20,5.8830653424
4.2549252219e-22,3.8807566090
9.7694285888e-22,22.3397465513
6.7825075851e-27,2.4232308675
1.9143130405e-20,5.4516564038
1.0629491685e-20,5.0687027573
3.0051900251e-26,63.6276855437
6.6658184017e-23,3.4830523049
1.4357246805e-22,3.6335325479
1.4463713372e-26,2.4809349318
1.2312601017e-30,1.9347847037
6.4872867020e-22,23.4886598089
3.0931617482e-20,13.0605282341
1.2683913192e-20,5.1735301558
3.2235023702e-20,5.9045837019
6.2832838346e-21,4.7950355987
1.5083985837e-20,15.0396878614
4.2879545444e-20,12.0784509570
5.3147252213e-26,60.4736041836
6.9352518122e-25,2.8380604605
5.9416101511e-20,10.9643588873
1.3176056980e-20,15.3994289064
6.7233222019e-21,4.8275257822
9.3968748491e-26,57.4525644123
4.7287539614e-32,1.8033027244
5.0398724800e-31,1.8966133416
3.1711622566e-20,5.8879044726
3.6880854889e-22,3.8455209530
6.9413893467e-29,2.1318804950
3.1154480920e-27,2.3671939625
2.6959007178e-23,3.3254560748
3.0530181743e-22,3.8003030062
5.3489675113e-20,11.3463765512
2.3632183177e-30,1.9637807163
3.2390664362e-21,4.5102876257
8.3315643234e-40,794.3377127674
3.9199918663e-20,12.3571737693
8.6927332649e-20,8.5347564823
1.8278305878e-28,2.1864478069
6.7202492071e-23,30.3559945078
7.0656868017e-23,3.4938888838
4.8755151270e-31,1.8952295948
9.7500417499e-22,4.1050589663
5.7584290719e-23,3.4562274912
9.7431485412e-23,3.5553366621
2.7591273965e-21,19.5187663503
1.8454716024e-23,3.2648880431
3.1542518671e-25,2.7552773761
2.4289740049e-21,4.4021542870
3.4472878229e-22,25.3122394303
1.5812481049e-21,21.0165860756
2.8331427164e-33,1.7049369344
4.4327109042e-21,18.2634371760
4.5469099343e-23,31.6406639852
4.1091452804e-21,18.4631987185
1.7158630417e-21,20.7948008558
6.9215480020e-22,23.3052459048
8.3531597765e-25,2.8585246643
2.0808838691e-24,43.0877293982
1.2779002145e-30,1.9364118144
5.8290717162e-34,276.4864710847
6.1774507924e-22,3.9771419493
2.2145009874e-22,26.6280749722
4.0130761118e-23,32.0583984773
2.2500054860e-27,2.3446566821
8.4273244055e-20,9.1378386121
2.8307955860e-28,95.2339441969
2.2365117522e-40,879.8179916707
2.8383900359e-31,168.4050708061
1.4629909186e-22,27.8926024050
4.4632345961e-40,833.8307368468
8.4546713740e-21,4.9432040437
2.9061454223e-26,2.5371297547
2.0446143233e-22,3.7091039931
8.7084851726e-22,4.0722829002
6.9684174784e-26,2.6121021039
7.5445720886e-25,47.4375534254
6.2204344060e-24,3.1059414063
3.0097344974e-21,19.2874027934
2.4411112482e-33,1.7000668685
8.0478393752e-33,1.7399793819
2.5497244203e-20,13.6097077296
1.9161345384e-20,5.4523649796
2.8927756526e-20,13.2529177504
7.9588701902e-21,4.9117951069
6.8005462819e-20,10.4163783764
1.3157092377e-33,259.1687108053
1.3669663661e-31,178.6591098549
1.6326064614e-35,366.7826317476
1.5832945887e-21,4.2550955094
4.6014925443e-20,6.3293192131
1.4551392351e-33,1.6833898543
2.4140577112e-32,1.7786539719
3.9784358421e-33,1.7161568295
9.7817351289e-23,3.5561108551
2.4947157240e-25,2.7317696148
2.2373295434e-20,5.5727478501
1.4280985614e-29,2.0492548199
1.7078229193e-22,3.6700942560
2.6977881216e-28,95.6218519641
7.2191206496e-20,10.1400103115
7.7374292493e-21,16.8010183409
6.4065004839e-26,59.4689892095
4.3523869063e-22,24.6324336974
2.9721641980e-21,4.4771199052
1.8612998356e-26,2.5008976016
5.4769974075e-31,1.9000949479
3.3651489910e-30,1.9799219951
7.3770367289e-23,30.0542019264
2.7511585293e-27,2.3585217398
1.1913801397e-20,5.1355044240
2.9012274142e-28,2.2136602698
1.1880923658e-21,4.1643149207
1.7285272737e-20,5.3775475013
8.2748356997e-30,2.0224283060
3.7827997627e-30,1.9853323542
4.4486190620e-33,1.7198849289
1.4705165942e-20,5.2674353443
7.5812676623e-21,16.8544839474
6.9887001494e-21,17.0678723727
3.0904323545e-31,1.8764328646
9.0905760401e-23,3.5418316464
8.8210909577e-21,4.9656650438
2.6666277740e-27,78.6443716863
2.4693365749e-20,13.6992097233
3.9102244402e-23,3.3878561599
7.6323103524e-24,37.9610993965
8.9076969960e-21,16.4314825474
8.6918431033e-20,8.4845725937
1.5942819703e-21,4.2573551608
1.0093057801e-30,151.9107002170
5.0410755961e-32,1.8056878917
6.9790441732e-22,4.0102041578
7.6082342211e-20,7.4088717815
4.4193088187e-27,75.2817150468
2.3694146283e-23,3.3044957877
1.1184083725e-30,1.9305922075
1.1912059256e-20,5.1354167937
3.0901252094e-30,1.9760004078
3.1005515597e-22,25.6243390281
3.8933039537e-28,2.2314038519
3.0821524007e-26,2.5420067647
2.1972837253e-21,20.1277518943
7.4115975124e-20,7.3147192231
7.8913326376e-29,106.0282165034
5.2558107039e-38,575.1416225556
7.1003013771e-22,4.0149361486
5.1165148283e-28,2.2481891753
8.1896189851e-20,7.7543258560
2.4581095075e-21,19.8271655571
3.2025765961e-31,1.8778871035
2.6786257632e-31,1.8706241727
4.7587758401e-30,1.9960465409
3.9778958342e-21,4.5927622456
2.0390209242e-23,3.2805447779
4.3629335103e-28,2.2383646101
7.3867964728e-21,4.8739345552
9.1984558013e-32,1.8284719966
1.2418534662e-31,180.0494688717
2.8168186454e-24,41.8502194187
6.5522841486e-24,38.5386942979
1.9226808442e-22,3.6956488146
1.2882447065e-29,123.2687750818
8.5691056028e-20,8.1329614904
2.1187419753e-21,20.2255459574
7.7438940319e-20,7.4787988626
3.0166860410e-20,5.8382238208
8.5287527808e-31,1.9188825256
2.9798205362e-21,4.4781011902
5.1601288026e-31,1.8975989070
8.0246954450e-20,7.6416873073
5.9814196903e-21,17.4760171924
1.8576193202e-20,5.4294356280
1.4474042055e-21,21.2575128975
8.5028717799e-20,9.0377830396
8.4611909916e-27,71.1428892795
7.8467767868e-20,9.6864540187
1.1218482507e-33,1.6751426233
3.4347732146e-20,5.9712346015
7.4775820152e-23,3.5045157811
2.8947090720e-25,2.7466144283
