W,tauint,error
0.000000,0.500000,0.000000
1.000000,1.155744,0.012824
2.000000,1.628628,0.025556
3.000000,1.965158,0.037768
4.000000,2.229310,0.049472
5.000000,2.460629,0.061051
6.000000,2.659610,0.072286
7.000000,2.833750,0.083190
8.000000,2.992090,0.093903
9.000000,3.128156,0.104129
10.000000,3.256568,0.114267
11.000000,3.378432,0.124329
12.000000,3.493693,0.134288
13.000000,3.590433,0.143642
14.000000,3.678872,0.152736
15.000000,3.767714,0.161914
16.000000,3.853993,0.171054
17.000000,3.941483,0.180321
18.000000,4.017517,0.189128
19.000000,4.092300,0.197927
20.000000,4.157537,0.206307
21.000000,4.217131,0.214432
22.000000,4.254950,0.221446
23.000000,4.284156,0.227977
24.000000,4.307726,0.234162
25.000000,4.332862,0.240385
26.000000,4.365456,0.246989
27.000000,4.391443,0.253193
28.000000,4.417033,0.259341
29.000000,4.439500,0.265274
30.000000,4.458911,0.270989
31.000000,4.474812,0.276451
32.000000,4.487424,0.281666
33.000000,4.501215,0.286912
34.000000,4.511615,0.291899
35.000000,4.519031,0.296648
36.000000,4.529637,0.301562
37.000000,4.542848,0.306613
38.000000,4.559347,0.311858
39.000000,4.572159,0.316822
40.000000,4.576264,0.321146
41.000000,4.572088,0.324839
42.000000,4.566938,0.328406
43.000000,4.561348,0.331886
44.000000,4.558846,0.335539
45.000000,4.561258,0.339510
46.000000,4.565521,0.343583
47.000000,4.574527,0.347982
48.000000,4.586714,0.352601
49.000000,4.598957,0.357206
50.000000,4.612359,0.361884
51.000000,4.622132,0.366260
52.000000,4.626218,0.370160
53.000000,4.627087,0.373773
54.000000,4.626374,0.377224
55.000000,4.624719,0.380565
56.000000,4.625406,0.384066
57.000000,4.626996,0.387613
58.000000,4.625636,0.390883
59.000000,4.624814,0.394169
60.000000,4.624592,0.397476
61.000000,4.621270,0.400487
62.000000,4.618124,0.403481
63.000000,4.616899,0.406614
64.000000,4.621120,0.410203
65.000000,4.627196,0.413939
66.000000,4.631791,0.417525
67.000000,4.634358,0.420910
68.000000,4.631762,0.423802
