tauint,rho,drho
0.000000,1.000000,0.000000
1.000000,0.655744,0.004930
2.000000,0.472884,0.007189
3.000000,0.336530,0.008816
4.000000,0.264152,0.009548
5.000000,0.231318,0.009809
6.000000,0.198981,0.010035
7.000000,0.174140,0.010152
8.000000,0.158341,0.010226
9.000000,0.136066,0.010310
10.000000,0.128412,0.010237
11.000000,0.121865,0.010103
12.000000,0.115261,0.010011
13.000000,0.096739,0.010073
14.000000,0.088440,0.010061
15.000000,0.088841,0.009990
16.000000,0.086280,0.009939
17.000000,0.087489,0.009888
18.000000,0.076034,0.009922
19.000000,0.074783,0.009919
20.000000,0.065238,0.009900
21.000000,0.059594,0.009875
22.000000,0.037818,0.009964
23.000000,0.029207,0.010030
24.000000,0.023570,0.010077
25.000000,0.025135,0.010068
26.000000,0.032594,0.010005
27.000000,0.025986,0.009983
28.000000,0.025590,0.009971
29.000000,0.022468,0.009966
30.000000,0.019411,0.009963
31.000000,0.015901,0.009966
32.000000,0.012613,0.009996
33.000000,0.013791,0.010000
34.000000,0.010400,0.009984
35.000000,0.007416,0.009981
36.000000,0.010606,0.009973
37.000000,0.013211,0.009968
38.000000,0.016498,0.009965
39.000000,0.012812,0.009968
40.000000,0.004105,0.009975
41.000000,-0.004176,0.009979
42.000000,-0.005150,0.009978
43.000000,-0.005590,0.009976
44.000000,-0.002502,0.009973
45.000000,0.002412,0.009971
46.000000,0.004263,0.009970
47.000000,0.009006,0.009968
48.000000,0.012187,0.009967
49.000000,0.012243,0.009967
50.000000,0.013402,0.009966
51.000000,0.009774,0.009968
52.000000,0.004086,0.009970
53.000000,0.000869,0.009971
54.000000,-0.000713,0.009971
55.000000,-0.001655,0.009971
56.000000,0.000687,0.009971
57.000000,0.001591,0.009971
58.000000,-0.001360,0.009971
59.000000,-0.000822,0.009971
60.000000,-0.000222,0.009971
61.000000,-0.003321,0.009971
62.000000,-0.003146,0.009971
63.000000,-0.001225,0.009971
64.000000,0.004220,0.009971
65.000000,0.006077,0.009971
66.000000,0.004595,0.009971
67.000000,0.002567,0.009971
68.000000,-0.002596,0.009971
