likelihood_beta,beta
7.0631460833e-22,1.5613239679
8.1174282702e-22,1.8527075035
6.1461539003e-22,1.3095537575
1.0014532323e-21,2.4427945538
6.7001857825e-22,1.4620332158
7.1623941595e-22,1.5884772406
9.2907357877e-22,2.1993265496
1.1410166390e-21,3.6507899773
7.0797182751e-22,1.5658568743
1.0479574590e-21,2.6247411050
9.3732076760e-22,2.2254661036
8.3266859617e-22,1.9120223777
7.6743006126e-22,5.1477611110
8.3356041626e-22,1.9145676319
7.4333405067e-22,1.6627537992
1.1363152210e-21,3.1645324870
1.0439152280e-21,2.6076962188
8.3227066820e-22,4.9660196333
7.6270828444e-22,1.7161018631
9.0969794970e-22,2.1391113987
7.4535636862e-22,1.6683110429
8.4796609311e-22,1.9559030271
1.0878512397e-21,2.8130302033
1.1258998116e-21,3.0618665164
9.4272349000e-22,2.2427723255
2.5299960371e-22,6.7505267890
8.0154089077e-22,1.8240432922
1.0520548483e-21,2.6423217850
8.1220987730e-22,1.8540234566
9.1145406451e-22,2.1445051288
7.1528060509e-22,1.5858532332
8.0315298044e-22,1.8285628414
9.5424254258e-40,20.8149736735
8.2628011946e-22,1.8938332051
6.4989504238e-22,5.4700553939
1.0984111909e-21,2.8718054302
6.6375007942e-22,1.4448609401
1.0257331202e-21,2.5342445994
9.6634574417e-22,2.3203491993
3.9862828064e-22,6.2083673682
8.7536324287e-22,2.0358379230
8.6953327205e-22,2.0186662403
6.2570870331e-22,1.3402459512
1.1361232344e-21,3.1623045927
7.1615689309e-22,1.5882513896
6.8599713361e-22,1.5057600576
9.0760680950e-22,2.1327042301
6.9904715860e-22,1.5414486566
6.9508615450e-22,1.5306168944
1.0779808520e-21,2.7622426752
7.3101177369e-22,1.6289379725
9.1326242489e-22,2.1500720048
8.1948638343e-22,1.8745701544
8.4506731053e-22,1.9475504035
1.1365114579e-21,3.7100786213
1.1285578106e-21,3.0853022996
6.7086521512e-22,1.4643515984
8.4905560779e-22,1.9590471576
7.2980124115e-22,1.6256196001
1.1453163261e-21,3.3050081586
3.4368720137e-22,6.3961534215
6.2820103258e-22,1.3471278392
9.6896609436e-22,2.3291667042
6.9774232401e-24,9.5222340816
8.2494254120e-22,1.8900342713
1.0324335718e-21,4.3161606626
1.1481298580e-21,3.4348932710
5.6410274018e-22,1.1681642578
1.1150386685e-21,2.9778862717
8.5121916411e-22,1.9652986535
9.8366525122e-22,4.4973770085
7.0459995509e-22,1.5566342910
1.0912386560e-21,4.0455820463
3.5990749088e-22,0.5378452666
1.0681160312e-21,2.7146177809
7.4930311232e-22,1.6791634560
1.0061903629e-21,2.4601334143
9.9689880260e-22,2.4263288838
1.1031716990e-21,2.9001928633
7.7865093462e-22,1.7602235872
7.0042968366e-22,1.5452293853
3.5802423101e-22,6.3456132233
7.9806877870e-22,1.8143210976
7.5827412457e-22,1.7038689315
6.7636440155e-22,1.4794056109
7.1426844295e-22,1.5830834334
7.2650379469e-22,1.6165833007
7.2367229834e-22,1.6088269324
8.1292607320e-22,1.8560420524
8.0957499881e-22,1.8466038220
7.4823275219e-22,1.6762193353
1.1481318637e-21,3.4383887885
7.0744005928e-22,1.5644023190
