likelihood_beta,beta
2.8300435942e-26,1.2748348433
2.8863492268e-26,1.3048687517
3.5528765578e-26,1.6437581925
1.6335286341e-31,14.6903322472
1.5871206733e-34,17.2120944178
3.5712351160e-28,10.8724016907
3.5044023976e-26,1.6199278512
2.3657550575e-36,18.5278975549
6.4701721224e-26,3.1450258528
2.9814515193e-26,1.3550027618
2.8766046256e-26,1.2996902576
3.9362855893e-26,1.8293624373
4.0448438619e-26,1.8812263318
4.0147900840e-26,1.8668895978
5.4415251750e-26,2.5549625044
5.9916588744e-26,2.8487161668
1.8515028695e-26,7.5343412025
5.9216162839e-26,2.8092976044
5.5469075247e-26,2.6088848058
3.2294248168e-26,1.4826345543
6.8979974731e-26,3.4919136252
4.5134111652e-26,2.1037030560
3.7162306233e-26,1.7233968890
5.3763927088e-26,2.5220443030
4.3053919566e-26,2.0050507595
4.4824574176e-26,2.0890153628
7.2115487664e-26,4.0585790923
3.6470560025e-26,1.6897903097
3.5581190012e-26,1.6463295993
5.2043598284e-26,5.7893514356
6.8249734432e-26,3.4220763574
4.1792352567e-26,1.9451774003
4.2605310280e-26,1.9837713189
3.0957633654e-26,1.4143560695
5.0730329931e-26,2.3719948994
4.4174485076e-26,2.0581832991
7.0792277754e-26,4.5157861384
3.8924481737e-26,1.8083515627
5.7829402742e-26,2.7332767853
2.9259611715e-26,1.3258384979
6.6380470627e-26,3.2665624684
1.1640228446e-26,8.0753641863
4.8127395628e-26,2.2463145048
2.8938393727e-26,1.3088437819
6.3088644014e-26,5.1871132442
3.8098264893e-26,1.7686263347
3.7913099537e-26,1.7596987261
4.5547526109e-26,2.1233304253
6.7245845571e-26,3.3352151945
6.7035813356e-26,3.3180909002
5.2517430254e-26,2.4597999570
5.4463595161e-26,2.5574176507
1.0921888619e-26,8.1439548221
7.0912874624e-26,3.7285450133
3.0238174662e-26,1.3771104970
1.4109084761e-26,7.8606271531
4.0339546098e-26,1.8760335055
6.5582249133e-26,3.2071269849
3.6490017428e-26,1.6907378459
3.1805604376e-26,1.4578040344
3.8453393958e-26,1.7857225709
3.7027635624e-26,1.7168668605
7.1700779447e-26,3.8835394856
5.3784278842e-26,2.5230685360
2.9043138512e-26,1.3143948038
6.2135159667e-26,2.9792371396
4.1074980071e-26,1.9110696324
6.8862774351e-26,3.4802372819
6.0364533032e-26,2.8743335632
3.3771734070e-26,1.5568814728
6.2726326868e-26,5.2099450717
3.5186700155e-26,1.6269522136
7.1800010154e-26,3.9111580647
3.5435918040e-26,1.6392012982
2.8999083150e-26,1.3120611628
3.6517841358e-26,1.6920925812
5.3408603278e-26,2.5042051424
4.5885714008e-26,2.1393977249
1.5072725562e-27,9.8831913348
4.1379875146e-26,1.9255731410
4.2265793908e-26,1.9676593205
4.4181414100e-26,2.0585118540
3.3505728802e-26,1.5436008316
3.4497465024e-26,1.5929363577
3.2776746127e-26,6.7187070520
4.2829796268e-26,1.9944207835
6.5357336368e-26,3.1909476131
2.9949906481e-26,1.3620824630
7.0789495809e-26,4.5162056755
3.5776474673e-26,1.6558985766
3.1096311237e-26,1.4214939532
4.6694498326e-26,2.1778774309
4.0440032883e-26,1.8808255506
2.5586165614e-27,9.4740074978
3.4704673295e-26,1.6031849849
3.2543545172e-26,1.4952476221
3.1961986678e-27,9.2923154107
4.6171331137e-26,2.1529770028
5.3309760408e-26,2.4992568413
3.4604859700e-26,1.5982506006
5.3487920866e-26,2.5081803533
3.7123593751e-26,1.7215203655
3.2634135262e-26,1.4998220474
7.2077669155e-26,4.0264799309
5.9073823177e-26,2.8013760782
7.2136576760e-26,4.0921317356
5.5667355902e-26,2.6191306001
4.3433168149e-26,2.0230345393
6.3312029155e-26,3.0528627227
6.6717955359e-26,3.2927571295
6.2174268586e-26,5.2440923888
3.9047537428e-26,1.8142538678
6.4291906794e-26,3.1171714049
3.5272604758e-26,1.6311773688
4.4911186246e-26,2.0931245610
5.3095756043e-26,2.4885636872
3.0608202513e-26,1.3963120193
4.3171454561e-26,2.0106246164
4.1040361975e-26,1.9094221505
5.2526845876e-26,2.4602667555
5.1659231852e-26,2.4174463584
3.5264125420e-26,1.6307604572
4.3349611298e-26,2.0190726048
3.1007637960e-26,1.4169313440
3.2444792521e-26,1.4902556220
5.6913957420e-26,5.5413560294
3.3167757563e-26,1.5266740540
3.6895787737e-26,1.7104679416
3.9682591930e-26,6.3810597527
3.3249342846e-26,1.5307656828
6.8632781534e-26,3.4578731644
2.7543924215e-148,53.3701908862
3.3887646579e-26,1.5626573326
7.0711956860e-26,3.6979859889
2.7104500532e-26,1.2100959467
3.9304660546e-26,1.8265756260
3.3627463759e-26,1.5496830932
4.4836771380e-26,2.0895940183
6.8994854229e-26,3.4934103362
3.7351411605e-26,1.7325565963
3.8634908772e-26,1.7944482147
4.1587930621e-26,1.9354638607
7.1158050322e-26,4.4563567171
2.5279938186e-28,11.0889041682
3.6458773817e-26,1.6892162796
7.2072629864e-26,4.2026569155
3.8458161845e-26,1.7859518761
4.7894478300e-26,2.2351618438
3.9559597443e-26,6.3869423043
5.5808245909e-26,5.5992894533
3.5067998336e-26,1.6211087892
3.3693660314e-26,1.5529872889
6.2731226599e-26,3.0160822596
3.8042175898e-26,1.7659230532
3.5397639063e-26,1.6373215628
6.5725559044e-26,3.2175591389
6.8001686558e-26,3.3997523868
3.7596386315e-26,1.7444059342
3.7387756908e-26,1.7343157688
3.9784392463e-27,9.1070893336
3.6688379155e-26,1.7003900472
7.1685554108e-26,3.8795879131
5.7811172272e-26,2.7322935327
6.0623159623e-37,18.9288407020
5.5354326428e-26,2.6029705071
7.1386191840e-26,3.8121331049
3.3517548706e-26,1.5441917268
4.9876800597e-26,2.3305401030
6.9983925669e-26,3.6017818516
2.9467390553e-26,1.3367871090
3.5610147031e-26,1.6477494590
3.8563949293e-26,1.7910380923
5.6706946532e-26,2.6734283626
6.3132778124e-26,5.1843079236
3.7111940160e-26,1.7209553823
4.2949726062e-26,2.0001091997
7.1122573372e-26,3.7631717155
3.9107319906e-39,20.3278485896
4.0833281703e-26,1.8995637961
3.2463817983e-26,1.4912178101
