W,tauint,error
0.000000,0.500000,0.000000
1.000000,0.963796,0.019975
2.000000,1.207273,0.035386
3.000000,1.345072,0.048285
4.000000,1.421906,0.058940
5.000000,1.462984,0.067801
6.000000,1.496375,0.075967
7.000000,1.510910,0.082851
8.000000,1.522483,0.089250
9.000000,1.518389,0.094409
10.000000,1.512758,0.099147
11.000000,1.517758,0.104330
12.000000,1.511857,0.108545
13.000000,1.519333,0.113536
14.000000,1.514971,0.117484
15.000000,1.504852,0.120795
16.000000,1.496910,0.124098
17.000000,1.488657,0.127212
18.000000,1.488118,0.130853
19.000000,1.493823,0.134954
20.000000,1.495902,0.138652
21.000000,1.493232,0.141823
22.000000,1.471387,0.143036
