tauint,rho,drho
0.000000,1.000000,0.000000
1.000000,0.873260,0.005841
2.000000,0.779047,0.009969
3.000000,0.703673,0.013111
4.000000,0.641289,0.015553
5.000000,0.587426,0.017546
6.000000,0.538357,0.019293
7.000000,0.491969,0.020899
8.000000,0.449809,0.022320
9.000000,0.410158,0.023630
10.000000,0.371979,0.024869
11.000000,0.338655,0.025919
12.000000,0.306089,0.026914
13.000000,0.278971,0.027718
14.000000,0.252660,0.028465
15.000000,0.227227,0.029151
16.000000,0.206292,0.029684
17.000000,0.184954,0.030174
18.000000,0.168397,0.030478
19.000000,0.154310,0.030670
20.000000,0.141974,0.030767
21.000000,0.128909,0.030815
22.000000,0.117121,0.030793
23.000000,0.108356,0.030683
24.000000,0.097905,0.030590
25.000000,0.089722,0.030468
26.000000,0.084340,0.030328
27.000000,0.075632,0.030255
28.000000,0.070890,0.030138
29.000000,0.067324,0.030034
30.000000,0.062198,0.029960
31.000000,0.059596,0.029850
32.000000,0.060038,0.029702
33.000000,0.059570,0.029559
34.000000,0.061173,0.029402
35.000000,0.057322,0.029308
36.000000,0.050753,0.029242
37.000000,0.047714,0.029159
38.000000,0.047560,0.029070
39.000000,0.047322,0.028988
40.000000,0.042478,0.028963
41.000000,0.039192,0.028965
42.000000,0.030360,0.029038
43.000000,0.024488,0.029157
44.000000,0.020719,0.029317
45.000000,0.016430,0.029526
46.000000,0.007292,0.029797
47.000000,0.000630,0.030108
48.000000,-0.006223,0.030441
49.000000,-0.013074,0.030789
50.000000,-0.016637,0.031132
51.000000,-0.017520,0.031447
52.000000,-0.017643,0.031723
53.000000,-0.018229,0.031960
54.000000,-0.020793,0.032166
55.000000,-0.025495,0.032326
56.000000,-0.028929,0.032443
57.000000,-0.026785,0.032517
58.000000,-0.023902,0.032526
59.000000,-0.023165,0.032473
60.000000,-0.021328,0.032443
61.000000,-0.023725,0.032402
62.000000,-0.024398,0.032372
63.000000,-0.026236,0.032341
64.000000,-0.025745,0.032327
65.000000,-0.028606,0.032299
66.000000,-0.033021,0.032265
67.000000,-0.038190,0.032231
68.000000,-0.040679,0.032211
69.000000,-0.042375,0.032192
70.000000,-0.042824,0.032178
71.000000,-0.043302,0.032160
72.000000,-0.045624,0.032128
73.000000,-0.048991,0.032090
74.000000,-0.049206,0.032067
75.000000,-0.048040,0.032048
76.000000,-0.047015,0.032029
77.000000,-0.049413,0.031994
78.000000,-0.058215,0.031921
79.000000,-0.060399,0.031890
80.000000,-0.060942,0.031873
81.000000,-0.064081,0.031843
82.000000,-0.066531,0.031820
83.000000,-0.068768,0.031803
84.000000,-0.069934,0.031796
85.000000,-0.067860,0.031811
86.000000,-0.064631,0.031836
87.000000,-0.064632,0.031843
88.000000,-0.063452,0.031858
89.000000,-0.063739,0.031866
90.000000,-0.063223,0.031880
91.000000,-0.060591,0.031908
92.000000,-0.058477,0.031933
93.000000,-0.053439,0.031973
94.000000,-0.045629,0.032023
95.000000,-0.040268,0.032060
96.000000,-0.038404,0.032080
97.000000,-0.033082,0.032111
98.000000,-0.024681,0.032149
99.000000,-0.016932,0.032180
100.000000,-0.009549,0.032204
101.000000,-0.005133,0.032217
102.000000,0.000783,0.032229
103.000000,0.005331,0.032236
104.000000,0.005767,0.032235
105.000000,0.003348,0.032231
106.000000,0.004342,0.032231
107.000000,0.008525,0.032233
108.000000,0.014019,0.032233
109.000000,0.016570,0.032230
110.000000,0.018268,0.032228
111.000000,0.024342,0.032224
112.000000,0.026867,0.032220
113.000000,0.030451,0.032217
114.000000,0.031579,0.032214
115.000000,0.035388,0.032212
116.000000,0.033330,0.032213
