W,tauint,error
0.000000,0.500000,0.000000
1.000000,1.122287,0.023260
2.000000,1.568730,0.045980
3.000000,1.910860,0.068596
4.000000,2.169627,0.089934
5.000000,2.367501,0.109719
6.000000,2.531253,0.128505
7.000000,2.664926,0.146131
8.000000,2.762374,0.161933
9.000000,2.834691,0.176253
10.000000,2.900177,0.190078
11.000000,2.960558,0.203507
12.000000,3.015451,0.216497
13.000000,3.064120,0.228974
14.000000,3.103311,0.240657
15.000000,3.128514,0.251126
16.000000,3.143789,0.260628
17.000000,3.163108,0.270301
18.000000,3.186991,0.280237
19.000000,3.207583,0.289777
20.000000,3.220255,0.298479
21.000000,3.242962,0.308007
22.000000,3.255213,0.316446
23.000000,3.263166,0.324348
24.000000,3.270022,0.332020
25.000000,3.274379,0.339318
26.000000,3.281205,0.346760
27.000000,3.282941,0.353552
28.000000,3.287423,0.360531
29.000000,3.284265,0.366561
30.000000,3.276573,0.371954
31.000000,3.275967,0.378032
32.000000,3.267684,0.383110
33.000000,3.251233,0.387091
34.000000,3.235878,0.391057
35.000000,3.216455,0.394385
36.000000,3.204140,0.398448
37.000000,3.189562,0.402106
38.000000,3.179988,0.406280
39.000000,3.175698,0.411036
40.000000,3.166924,0.415122
41.000000,3.152631,0.418383
42.000000,3.137810,0.421463
43.000000,3.128095,0.425131
44.000000,3.130509,0.430378
