tauint,rho,drho
0.000000,1.000000,0.000000
1.000000,0.438469,0.011131
2.000000,0.290266,0.012935
3.000000,0.228448,0.013205
4.000000,0.172655,0.013469
5.000000,0.110128,0.013858
6.000000,0.096990,0.013893
7.000000,0.083063,0.013962
8.000000,0.048862,0.014016
9.000000,0.032621,0.014083
10.000000,0.026679,0.014092
11.000000,0.025857,0.014076
12.000000,0.026741,0.013972
13.000000,0.019850,0.013945
14.000000,0.026933,0.013839
15.000000,0.016878,0.013800
16.000000,0.006468,0.013840
17.000000,0.005553,0.013855
18.000000,0.009474,0.013851
19.000000,0.009653,0.013848
20.000000,0.004389,0.013852
21.000000,0.034881,0.013821
22.000000,0.007178,0.013850
23.000000,0.007329,0.013852
24.000000,0.002945,0.013855
25.000000,0.002296,0.013856
26.000000,0.007555,0.013854
27.000000,-0.000578,0.013856
28.000000,-0.000562,0.013856
29.000000,-0.004751,0.013856
30.000000,-0.006907,0.013856
31.000000,0.002370,0.013856
32.000000,-0.002533,0.013856
