W,tauint,error
0.000000,0.500000,0.000000
1.000000,0.938469,0.019450
2.000000,1.228735,0.036015
3.000000,1.457183,0.052310
4.000000,1.629838,0.067559
5.000000,1.739967,0.080637
6.000000,1.836956,0.093257
7.000000,1.920019,0.105284
8.000000,1.968882,0.115418
9.000000,2.001503,0.124447
10.000000,2.028181,0.132928
11.000000,2.054038,0.141193
12.000000,2.080779,0.149391
13.000000,2.100629,0.156975
14.000000,2.127562,0.164989
15.000000,2.144439,0.172134
16.000000,2.150907,0.178316
17.000000,2.156460,0.184278
18.000000,2.165934,0.190454
19.000000,2.175587,0.196545
20.000000,2.179976,0.202058
21.000000,2.214858,0.210360
22.000000,2.222035,0.216008
23.000000,2.229364,0.221592
24.000000,2.232309,0.226657
25.000000,2.234605,0.231568
26.000000,2.242160,0.236953
27.000000,2.241582,0.241404
28.000000,2.241020,0.245772
29.000000,2.236269,0.249593
30.000000,2.229363,0.253075
31.000000,2.231733,0.257532
32.000000,2.229200,0.261356
