tauint,rho,drho
0.000000,1.000000,0.000000
1.000000,0.463796,0.009603
2.000000,0.243477,0.011965
3.000000,0.137799,0.012741
4.000000,0.076833,0.012966
5.000000,0.041079,0.012988
6.000000,0.033391,0.013022
7.000000,0.014535,0.013030
8.000000,0.011573,0.012982
9.000000,-0.004095,0.013078
10.000000,-0.005630,0.013098
11.000000,0.005000,0.012946
12.000000,-0.005901,0.013088
13.000000,0.007476,0.013119
14.000000,-0.004362,0.013124
15.000000,-0.010119,0.013126
16.000000,-0.007942,0.013129
17.000000,-0.008253,0.013127
18.000000,-0.000539,0.013128
19.000000,0.005705,0.013129
20.000000,0.002079,0.013129
21.000000,-0.002670,0.013128
22.000000,-0.021845,0.013120
