likelihood_beta,beta
3.1960407520e-22,2.8892254725
2.1742688163e-22,1.7738483330
2.5509043640e-22,2.1306975125
3.0078132139e-22,2.6258358225
2.3355333702e-22,1.9243102494
1.9101698752e-22,5.6946624287
1.8060898205e-22,1.4315372641
2.0122026758e-22,1.6237453354
1.9065424203e-22,1.5255942294
1.6745994489e-22,1.3065970318
4.4015915052e-28,13.6405973640
2.2840430883e-22,1.8760294459
3.2631326336e-22,3.0050917951
2.0303572994e-22,1.6405639515
1.9627043206e-22,1.5778344139
2.4553243150e-22,2.0380172624
2.6250452544e-22,2.2042286710
2.7694822561e-22,2.3531673437
2.3301727636e-22,1.9192700146
2.1452111684e-22,1.7469097934
3.0531342646e-22,2.6837647329
1.2843211215e-23,8.5466406160
2.7425331925e-22,2.3246903605
2.0541778239e-22,1.6626214125
2.5528228361e-22,2.1325803015
2.7909285101e-22,2.3760951807
1.9217527347e-22,1.5397619262
2.0708690266e-22,1.6780731804
2.0344572231e-22,1.6443611122
2.0542654077e-22,1.6627024988
2.1994058080e-22,1.7971800384
1.9465326535e-22,1.5628111322
2.0846267301e-22,1.6908083834
2.0008558257e-22,1.6132288774
1.7663396117e-22,1.3940219331
2.1144562090e-22,1.7184236814
2.2945370933e-22,1.8858467481
2.5565982223e-22,2.1362883410
3.3438180686e-22,3.1793516063
2.3568532494e-22,1.9443913631
3.0722087940e-22,2.7089845026
2.0489586725e-22,1.6577892843
1.6471392496e-22,1.2801607521
1.9590944423e-22,1.5744820583
1.4920784092e-22,6.0956948145
2.5257258755e-22,2.1060756853
2.8394952925e-22,2.4289798526
2.1375437210e-22,1.7398059707
2.7606568118e-23,7.9337453764
2.4595284794e-22,2.0420520853
1.5301878615e-22,1.1658709599
1.6066113519e-22,1.2408842337
3.4044520839e-22,3.3798830296
2.9765190943e-22,2.5872686405
2.7657922296e-22,2.3492467020
2.6471407362e-22,2.2264788413
2.0440202766e-22,1.6532167631
2.2063814341e-22,1.8036603231
2.2881100777e-22,1.8798329118
3.3056766016e-22,3.0902046692
2.3262644159e-22,1.9155973987
2.2168867547e-22,5.4102120472
2.7055589083e-22,4.9374623324
3.4082050697e-22,3.3982169218
2.6267701443e-22,2.2059596467
2.0621979586e-22,1.6700462576
2.0523960778e-22,1.6609718274
2.9303811470e-22,2.5322246287
3.3659638188e-22,3.2402167249
2.0866385857e-22,1.6926707190
1.5807110656e-23,8.3881150862
2.0196934809e-22,1.6306858880
2.1534209754e-22,1.7545179671
8.8681766969e-28,13.3782370203
1.8360631812e-22,1.4597040279
2.1649831427e-22,1.7652365611
2.7445819154e-22,2.3268427888
2.9149076694e-22,4.7094407949
1.6856812762e-29,14.7815744029
1.9944423500e-22,1.6072828971
3.1596789989e-22,2.8327335914
1.9494656535e-22,1.5655368874
2.4489777765e-22,2.0319328396
2.9704550629e-22,2.5799163108
1.9179420651e-22,1.5362139599
2.2748588611e-22,1.8674460022
2.0229812354e-22,1.6337316721
2.0300379485e-22,1.6402681690
1.9813206884e-22,1.5951129746
2.3770457055e-22,1.9634663918
3.2913301894e-22,4.1634767780
2.2558696463e-22,1.8497224985
2.0911012782e-22,1.6968017933
3.2903295050e-22,3.0581205882
1.7599675415e-22,1.3879894385
2.3818879771e-22,5.2555876236
2.7089096151e-22,2.2896401296
2.0339806187e-22,1.6439197204
2.4120254542e-22,1.9966531777
1.9167847431e-22,1.5351362288
3.2004592769e-22,2.8963480130
1.5595510833e-22,6.0287874519
2.8362464866e-22,2.4253975147
2.2562809114e-22,1.8501060325
2.9974053579e-22,2.6128888099
1.7139218846e-22,1.3442279089
3.3380429817e-22,3.1647802213
1.9571111435e-22,5.6509969659
2.0570924117e-22,1.6653197369
3.3447102800e-22,3.1816445068
2.2795754054e-22,1.8718530461
2.1054531420e-22,1.7100880230
1.7424262708e-22,1.3713543542
3.4075227281e-22,3.8288670230
1.9520226659e-22,1.5679128379
2.4401316680e-22,5.2001721331
3.3676912417e-22,3.2453706762
1.8040230693e-22,1.4295914147
5.1784011028e-23,7.3555452004
1.8226010387e-22,1.4470653144
2.0832787978e-22,5.5340762973
3.3969874797e-22,3.8765214397
3.1684039989e-22,2.8459666692
2.1127624152e-22,1.7168553680
2.6100215143e-22,2.1891932497
1.9702779508e-22,1.5848656943
3.2198294322e-22,2.9283260408
1.9370702094e-22,1.5540139705
2.2376539054e-22,1.8327481202
2.7642823248e-22,2.3476444345
1.8616205333e-22,1.4836481186
3.7542717441e-23,7.6614878487
3.4290631903e-22,3.5920472845
3.4144616879e-22,3.7907820841
2.8106762584e-22,4.8262064322
2.4035159753e-22,5.2350747662
2.2694050889e-22,1.8623525897
3.4216494101e-22,3.4836097820
2.2149409509e-22,1.8116157897
1.9504106346e-22,1.5664149957
2.0023626261e-22,5.6090112906
2.3128731375e-29,14.6760974967
2.0406485014e-22,1.6500945846
8.6973436269e-23,6.8010524456
2.5753377575e-22,2.1547514618
1.9439792119e-22,1.5604377248
2.6059877169e-46,23.9032894718
2.0585390771e-22,1.6666590278
3.0195643416e-22,2.6406063381
2.0007887958e-22,1.6131667407
3.4253671436e-22,3.5202413280
2.9917912818e-22,4.6176810773
2.7289229422e-22,2.3104410779
2.4008223583e-22,1.9860034545
2.2078776989e-22,1.8050506895
2.1114251435e-22,1.7156171935
2.5369111652e-22,2.1169937524
1.8330321469e-22,1.4568600400
2.4059834903e-22,1.9909071204
2.5624517050e-22,2.1420450344
1.8841260322e-22,1.5046834207
2.0639004395e-22,1.6716223029
1.9385429612e-22,1.5553835196
2.1632377702e-22,1.7636182281
2.9070686121e-22,2.5051387976
3.3220443639e-22,3.1265740287
2.2139829773e-22,1.8107252065
2.0459928513e-22,1.6550432360
1.5705235645e-22,6.0180104446
2.7314190424e-22,2.3130479646
3.3197396510e-22,4.1023360043
3.2293659901e-22,2.9445586653
3.2782717723e-22,3.0340639487
2.1420688356e-22,1.7439982587
2.2684070049e-25,10.9791416196
4.5710964165e-23,7.4770903283
2.0694482741e-22,1.6767579983
3.3239986369e-22,3.1310877439
2.3066731643e-22,1.8972139574
2.9704379822e-22,2.5798956542
3.3225685152e-22,3.1277807718
2.0555303990e-22,1.6638736369
2.0224014031e-22,1.6331945334
3.2928553683e-22,4.1603548188
2.2661265987e-22,1.8592919756
1.1625900922e-26,12.3470520408
2.5263838403e-22,2.1067170716
