W,tauint,error
0.000000,0.500000,0.000000
1.000000,1.143739,0.013196
2.000000,1.602447,0.026146
3.000000,1.943389,0.038835
4.000000,2.219169,0.051206
5.000000,2.451651,0.063248
6.000000,2.644554,0.074736
7.000000,2.802723,0.085552
8.000000,2.929071,0.095582
9.000000,3.034812,0.105040
10.000000,3.116448,0.113700
11.000000,3.185806,0.121903
12.000000,3.255073,0.130092
13.000000,3.324208,0.138280
14.000000,3.383948,0.146079
15.000000,3.433664,0.153428
16.000000,3.479070,0.160555
17.000000,3.518260,0.167360
18.000000,3.551090,0.173820
19.000000,3.581759,0.180125
20.000000,3.616863,0.186615
21.000000,3.650140,0.192983
22.000000,3.679512,0.199114
23.000000,3.708116,0.205172
24.000000,3.736088,0.211166
25.000000,3.761045,0.216960
26.000000,3.782974,0.222546
27.000000,3.802894,0.227980
28.000000,3.818387,0.233109
29.000000,3.828499,0.237864
30.000000,3.833958,0.242275
31.000000,3.846621,0.247093
32.000000,3.855757,0.251643
33.000000,3.859108,0.255767
34.000000,3.862399,0.259835
35.000000,3.863496,0.263703
36.000000,3.859593,0.267173
37.000000,3.851977,0.270324
38.000000,3.842416,0.273273
39.000000,3.834787,0.276296
40.000000,3.827168,0.279260
41.000000,3.819900,0.282192
42.000000,3.806307,0.284596
43.000000,3.795253,0.287128
44.000000,3.788589,0.289937
45.000000,3.782997,0.292781
46.000000,3.781530,0.295901
47.000000,3.786765,0.299514
48.000000,3.793725,0.303240
49.000000,3.804771,0.307275
50.000000,3.806339,0.310522
51.000000,3.804495,0.313460
52.000000,3.815040,0.317396
53.000000,3.831051,0.321778
54.000000,3.844895,0.325973
55.000000,3.857291,0.330038
56.000000,3.864788,0.333672
57.000000,3.872554,0.337315
58.000000,3.880923,0.340996
59.000000,3.883357,0.344139
60.000000,3.883213,0.347030
