tauint,rho,drho
0.000000,1.000000,0.000000
1.000000,0.873004,0.003342
2.000000,0.778666,0.005720
3.000000,0.702203,0.007578
4.000000,0.638900,0.009060
5.000000,0.583362,0.010318
6.000000,0.532840,0.011424
7.000000,0.486368,0.012403
8.000000,0.446675,0.013201
9.000000,0.412349,0.013860
10.000000,0.380082,0.014456
11.000000,0.349370,0.015001
12.000000,0.323882,0.015438
13.000000,0.301123,0.015825
14.000000,0.278912,0.016198
15.000000,0.258901,0.016526
16.000000,0.239766,0.016830
17.000000,0.222398,0.017096
18.000000,0.207181,0.017322
19.000000,0.191675,0.017540
20.000000,0.178068,0.017715
21.000000,0.164155,0.017876
22.000000,0.151867,0.017999
23.000000,0.138157,0.018117
24.000000,0.126899,0.018181
25.000000,0.118632,0.018191
26.000000,0.113382,0.018149
27.000000,0.108526,0.018093
28.000000,0.103244,0.018038
29.000000,0.097479,0.017985
30.000000,0.093502,0.017915
31.000000,0.089691,0.017842
32.000000,0.084202,0.017778
33.000000,0.079924,0.017697
34.000000,0.077075,0.017602
35.000000,0.074894,0.017501
36.000000,0.073426,0.017399
37.000000,0.072718,0.017296
38.000000,0.071952,0.017199
39.000000,0.070388,0.017119
40.000000,0.067335,0.017060
41.000000,0.064459,0.017014
42.000000,0.063523,0.016971
43.000000,0.062661,0.016942
44.000000,0.061285,0.016929
45.000000,0.061066,0.016920
46.000000,0.057806,0.016939
47.000000,0.054316,0.016973
48.000000,0.051721,0.017012
49.000000,0.050312,0.017058
50.000000,0.047496,0.017120
51.000000,0.043528,0.017196
52.000000,0.036497,0.017289
53.000000,0.031098,0.017380
54.000000,0.028535,0.017462
55.000000,0.026458,0.017537
56.000000,0.021834,0.017609
57.000000,0.018414,0.017661
58.000000,0.016194,0.017697
59.000000,0.014701,0.017723
60.000000,0.013285,0.017744
61.000000,0.012467,0.017768
62.000000,0.012423,0.017796
63.000000,0.010316,0.017835
64.000000,0.007234,0.017881
65.000000,0.004735,0.017935
66.000000,0.001483,0.017998
67.000000,-0.001759,0.018068
68.000000,-0.004550,0.018143
69.000000,-0.007010,0.018219
70.000000,-0.010100,0.018290
71.000000,-0.012962,0.018353
72.000000,-0.014099,0.018408
73.000000,-0.015959,0.018451
74.000000,-0.018909,0.018481
75.000000,-0.021450,0.018497
76.000000,-0.025434,0.018499
77.000000,-0.026705,0.018495
78.000000,-0.028488,0.018477
79.000000,-0.030773,0.018448
80.000000,-0.034849,0.018421
81.000000,-0.036030,0.018403
82.000000,-0.036825,0.018388
83.000000,-0.037408,0.018376
84.000000,-0.037185,0.018367
85.000000,-0.036859,0.018360
86.000000,-0.038503,0.018349
87.000000,-0.038440,0.018344
88.000000,-0.037763,0.018341
89.000000,-0.036991,0.018340
90.000000,-0.039445,0.018331
91.000000,-0.041132,0.018326
92.000000,-0.041319,0.018324
93.000000,-0.040891,0.018325
94.000000,-0.039740,0.018328
95.000000,-0.038596,0.018332
96.000000,-0.040416,0.018329
97.000000,-0.039851,0.018331
98.000000,-0.038441,0.018335
99.000000,-0.036923,0.018339
100.000000,-0.037064,0.018338
101.000000,-0.035608,0.018340
102.000000,-0.034305,0.018341
103.000000,-0.033171,0.018342
104.000000,-0.031967,0.018342
105.000000,-0.029387,0.018345
106.000000,-0.025570,0.018351
107.000000,-0.021897,0.018356
108.000000,-0.019518,0.018359
109.000000,-0.016799,0.018363
110.000000,-0.014298,0.018366
111.000000,-0.011112,0.018371
112.000000,-0.008953,0.018374
113.000000,-0.008095,0.018375
114.000000,-0.008468,0.018375
115.000000,-0.008507,0.018376
116.000000,-0.011098,0.018373
117.000000,-0.011682,0.018373
118.000000,-0.013227,0.018372
119.000000,-0.016015,0.018368
120.000000,-0.018822,0.018364
121.000000,-0.018977,0.018365
122.000000,-0.019125,0.018365
123.000000,-0.019881,0.018364
124.000000,-0.021216,0.018363
125.000000,-0.020787,0.018364
126.000000,-0.020300,0.018366
127.000000,-0.019050,0.018368
128.000000,-0.020363,0.018367
129.000000,-0.020288,0.018368
130.000000,-0.019254,0.018371
131.000000,-0.017032,0.018374
132.000000,-0.016325,0.018375
133.000000,-0.014260,0.018378
134.000000,-0.012411,0.018381
135.000000,-0.010208,0.018383
136.000000,-0.006886,0.018386
137.000000,-0.004140,0.018388
138.000000,-0.001193,0.018389
139.000000,0.002267,0.018391
140.000000,0.004007,0.018391
141.000000,0.006810,0.018391
142.000000,0.008016,0.018391
143.000000,0.009742,0.018390
144.000000,0.011006,0.018390
145.000000,0.012214,0.018389
146.000000,0.011950,0.018389
147.000000,0.013731,0.018388
148.000000,0.015024,0.018387
149.000000,0.015378,0.018387
150.000000,0.013126,0.018387
151.000000,0.012956,0.018387
152.000000,0.013251,0.018387
153.000000,0.014122,0.018386
154.000000,0.013373,0.018386
155.000000,0.013316,0.018387
156.000000,0.014148,0.018387
