W,tauint,error
0.000000,0.500000,0.000000
1.000000,1.180674,0.013622
2.000000,1.682868,0.027458
3.000000,2.062914,0.041223
4.000000,2.373960,0.054778
5.000000,2.633651,0.067943
6.000000,2.858030,0.080769
7.000000,3.050017,0.093100
8.000000,3.209722,0.104740
9.000000,3.345627,0.115798
10.000000,3.452908,0.125975
11.000000,3.544470,0.135628
12.000000,3.633067,0.145199
13.000000,3.720032,0.154746
14.000000,3.796268,0.163878
15.000000,3.860669,0.172508
16.000000,3.918604,0.180839
17.000000,3.967590,0.188735
18.000000,4.009095,0.196238
19.000000,4.046896,0.203516
20.000000,4.082453,0.210638
21.000000,4.114024,0.217509
22.000000,4.141954,0.224139
23.000000,4.168072,0.230621
24.000000,4.195796,0.237149
25.000000,4.222040,0.243553
26.000000,4.244648,0.249706
27.000000,4.264767,0.255669
28.000000,4.280983,0.261350
29.000000,4.291429,0.266625
30.000000,4.297475,0.271565
31.000000,4.310602,0.276898
32.000000,4.323131,0.282146
33.000000,4.328071,0.286848
34.000000,4.331023,0.291360
35.000000,4.329886,0.295536
36.000000,4.324642,0.299366
37.000000,4.314059,0.302752
38.000000,4.301567,0.305928
39.000000,4.291438,0.309197
40.000000,4.280009,0.312302
41.000000,4.268530,0.315334
42.000000,4.252043,0.317924
43.000000,4.238014,0.320625
44.000000,4.225833,0.323399
45.000000,4.218324,0.326473
46.000000,4.212783,0.329647
47.000000,4.208764,0.332893
48.000000,4.207108,0.336283
49.000000,4.211057,0.340087
50.000000,4.209356,0.343401
51.000000,4.203903,0.346368
52.000000,4.205329,0.349866
53.000000,4.210919,0.353684
54.000000,4.214279,0.357290
55.000000,4.220643,0.361127
56.000000,4.221882,0.364503
57.000000,4.221443,0.367704
58.000000,4.220880,0.370866
59.000000,4.217023,0.373708
60.000000,4.209491,0.376189
61.000000,4.205136,0.378918
62.000000,4.201599,0.381690
63.000000,4.197039,0.384338
64.000000,4.192534,0.386961
65.000000,4.189404,0.389681
66.000000,4.188745,0.392606
