likelihood_sigma,sigma
1.8947616797e-21,17.9359310679
5.4786487987e-33,203.8486187246
1.5614382427e-25,49.7897401321
4.1419945361e-23,3.9476216454
2.6270657861e-22,23.3554970325
1.7976591063e-20,7.5129399166
7.7879337004e-24,3.6154285759
1.0504150511e-22,4.1730697486
5.4339200378e-23,27.9978977282
3.4195001386e-24,37.2517184135
8.6890655324e-23,26.5747655446
4.7619125279e-25,3.1957136381
1.0368220190e-25,51.6642588599
4.1158825929e-27,68.5156952909
1.4139156904e-20,12.1070935555
2.3245791325e-20,9.3719693077
1.8800152672e-20,7.6382094778
1.7054241968e-20,7.3816705151
4.6641542326e-24,3.5277475072
3.1672983581e-25,3.1444876027
1.0470825004e-33,1.8724856637
1.7618118069e-26,2.8326147472
2.2328310878e-26,2.8553214302
1.3581258668e-34,1.8021468916
1.9106937840e-21,5.2312851587
2.3073738429e-20,9.5133394288
8.7175788979e-26,2.9951430286
1.5457446753e-35,1.7335183599
8.1841246155e-25,3.2671365302
2.3308800808e-20,8.8971729867
1.9496609060e-24,39.3417648502
4.1872895002e-25,3.1793313148
2.2972026004e-31,2.0923106268
1.7247643333e-41,899.6382332198
1.4957917109e-35,320.8371614102
1.9068971356e-27,73.1459484995
4.4579672754e-23,3.9642033333
9.5077732022e-26,3.0046323694
1.1752885289e-35,1.7252775722
7.0203064381e-31,2.1455570723
1.3921593921e-20,12.1627404731
3.0546975270e-29,2.3514021380
3.8820534252e-23,3.9331609242
5.3754748713e-22,4.6775369701
1.3064012387e-21,18.9383490344
5.1521736213e-32,171.2046362778
1.4502889121e-20,12.0148060185
5.9547154687e-21,14.7965484259
1.2093802046e-20,12.6477389304
3.2633162458e-25,3.1481688776
2.0365598751e-20,7.9086473205
9.4342778150e-29,2.4223217149
3.7305001572e-28,2.5159789242
5.7412304815e-22,21.1749400850
2.1012941426e-30,2.2009576701
2.9223988062e-23,3.8714848688
2.4110792396e-23,30.5540975607
2.4522140498e-29,104.8520122540
3.7925028543e-21,5.6401478279
6.2862697223e-30,2.2597646262
1.5288846673e-26,2.8192348406
1.4954796305e-21,5.1077664564
9.5854062651e-21,6.4559603308
2.5662587826e-22,4.4279343812
2.5151538225e-25,47.6741635187
1.1719888855e-21,4.9939062015
3.9063020336e-26,2.9107493565
2.3272441734e-32,1.9920953689
1.2919176597e-28,2.4430045260
4.5049629436e-26,2.9253084287
8.5368025802e-28,2.5766800963
2.3384306283e-20,9.1229480674
9.5662857545e-26,3.0053061938
2.2708633133e-20,9.7226860018
1.0398760059e-24,3.3000472944
8.0640091888e-37,400.5761199272
2.7528526226e-31,150.0927448501
4.0263110530e-25,45.6541950379
1.2825415581e-33,1.8798115640
1.2383953642e-20,12.5682658290
5.4152624609e-22,4.6802447711
8.5847112619e-21,13.7285967270
7.5338411699e-21,6.1982364451
1.2297942956e-21,19.1015102767
2.1089449940e-20,10.3201456055
3.1117488630e-23,3.8848914709
2.8851905698e-21,16.7997018235
1.8682536973e-27,2.6374439583
7.4705340649e-24,34.4708676870
9.0830315433e-21,6.3943106786
1.6180317133e-26,2.8245634950
9.6729581912e-24,33.5821004969
1.3624062812e-33,227.0142004718
3.6926001762e-22,22.3977561365
3.8260703258e-21,16.0298610445
1.0311734764e-21,4.9372955605
6.9910706358e-25,3.2459378722
5.8379155720e-21,14.8528346159
2.0379686811e-21,5.2654891192
7.9982727512e-32,2.0447291688
6.2920183464e-21,14.6393078211
2.1816969095e-20,8.2318525871
2.6009288861e-21,5.4020994859
7.7782957363e-21,14.0229225687
1.0517852740e-21,4.9459144712
2.1538486091e-23,30.9189110284
2.0557535149e-35,1.7421883509
1.7672906161e-20,7.4688011406
2.8762217766e-28,85.6938862964
1.5602962236e-30,2.1855896226
3.5287065716e-23,3.9121323805
5.4164765267e-35,1.7723861262
2.0790664083e-22,24.0218708498
2.1813095848e-30,2.2029047875
2.8713569046e-28,2.4974867917
9.7459526258e-28,77.4020539729
1.0611794275e-34,1.7940494059
1.0934700371e-33,1.8740458707
8.4360047162e-26,2.9915717310
1.5326402959e-28,2.4544226708
2.5090023149e-24,3.4288506334
7.7947863027e-21,14.0166611301
1.0850099377e-24,3.3059752203
6.6443912297e-24,3.5876553587
6.1952167965e-22,4.7305121845
2.1573306758e-20,10.1665398139
5.4293175909e-28,2.5430677867
2.0863640057e-30,2.2005866138
7.7245031685e-32,2.0432006351
2.3860503022e-29,105.0848610119
9.2766488212e-21,6.4181558518
4.5652818178e-21,15.5424595056
2.8295681825e-31,149.7677681395
8.3467535173e-25,42.6518345784
3.3509018434e-33,1.9153983406
2.6766145107e-27,2.6665137127
5.1441087128e-36,1.7009476489
5.0327380251e-21,5.8462364589
4.7132406723e-25,3.1943969510
4.8230821370e-23,3.9821748097
3.4657674716e-24,3.4794590055
2.3793732393e-23,30.5967726679
3.3722235703e-26,2.8959239769
2.3179834797e-20,9.4325823293
3.0502345088e-31,148.8832663242
8.3086835702e-21,6.2976404002
3.0522136254e-21,5.4986798769
4.3137081178e-28,2.5263822155
2.4666800774e-21,5.3713843719
2.4052480762e-30,2.2080154326
6.2984788842e-33,1.9396277298
8.2773613115e-32,2.0462370263
1.5416226989e-21,18.4918155885
2.0243392081e-20,10.5657115205
1.8298946862e-22,24.3885437123
4.8673366676e-24,3.5348264603
5.7657020490e-21,5.9560159646
5.1654838897e-21,15.1979659869
1.0682866597e-27,2.5937334141
3.2729955475e-22,22.7355318582
1.9119341139e-20,10.8657671222
3.0337985756e-25,3.1391985384
6.9852759367e-21,14.3379330675
6.2822622316e-24,3.5779883092
9.5454675134e-24,3.6518671623
3.4267764315e-27,69.5951316784
2.9973647379e-29,2.3502521167
1.2439736192e-32,1.9665518285
1.0975126334e-20,6.6237387811
5.3225693194e-36,1.7019367448
7.7372263053e-21,6.2246352748
1.5165715171e-26,2.8184765226
1.7853174258e-22,4.3190799843
1.3407247295e-23,3.7149494872
1.7663104620e-34,1.8108624102
1.4181317301e-20,12.0963502703
7.5667376769e-22,20.4189933479
2.4538772084e-34,1.8219009845
2.3323049455e-22,23.6936013699
7.8536359128e-26,52.9671599687
3.9948522081e-22,22.1783164605
1.8528436341e-28,88.8674825366
4.9574095411e-21,15.3130273298
8.1117277393e-21,6.2726594983
1.0173166496e-22,4.1647029427
3.4035665728e-35,1.7577586984
1.3506198568e-30,2.1782283479
7.9409080084e-22,20.2874372965
2.3166209984e-20,9.4438936015
4.9634748365e-25,3.2010408322
3.6917878927e-22,4.5455720669
2.2923522037e-20,8.6180259090
2.6443047764e-25,3.1224712780
7.0490151685e-32,2.0391969055
1.6702074174e-33,1.8894480336
2.2662402270e-20,9.7450820184
1.4867946191e-27,2.6193716141
9.9391282693e-21,13.2796203422
1.8367557743e-25,49.0611198710
7.3716553893e-29,2.4063773166
1.5485913037e-34,1.8064877414
1.2072364655e-32,1.9653480347
1.6366225375e-20,11.5519985970
1.0520101991e-21,4.9460078523
6.1448392058e-36,1.7061172386
5.2239567817e-32,2.0262120260
1.5194708204e-25,3.0572361174
8.9216804872e-22,4.8756570502
1.4085318838e-25,3.0485737412
1.0730746165e-23,33.2292245281
7.1256247502e-22,20.5829436252
9.3647464414e-25,42.1915255651
1.6599017370e-33,223.5794909397
2.8667612311e-21,16.8170883532
1.8517088345e-21,17.9978804405
1.7928493769e-24,3.3781881368
2.3384260266e-20,9.0672198751
1.9203434835e-33,1.8945853631
2.1524568789e-20,8.1573426602
1.3794346304e-23,3.7203683076
2.4994277170e-21,17.1884454404
1.1173976960e-20,6.6475497269
1.6932723048e-21,5.1691623891
6.8071944021e-31,2.1440457517
3.3444688615e-22,22.6749197213
4.6627107787e-21,15.4838050582
9.4379483556e-21,13.4400337178
6.8396423891e-23,4.0647524284
1.6691514840e-23,3.7572197678
2.3818976885e-33,1.9025767770
1.9776527729e-20,7.8005563627
4.9396117439e-24,3.5372822156
1.6719152925e-32,1.9785152730
1.7062736259e-20,11.3807952653
1.7236598582e-20,11.3379968066
1.7398771507e-35,1.7371039725
2.0472667034e-33,1.8969519703
1.4953482458e-30,2.1834148959
5.6337847290e-36,1.7035876638
1.0898882405e-32,1.9612541855
8.8703504248e-28,2.5795756598
6.6963440691e-21,14.4602549405
2.2052991805e-25,48.2505468695
2.2083353631e-20,8.3062405705
8.5697373610e-34,1.8653123613
1.0064964784e-21,4.9268121041
3.2996150207e-26,2.8937448494
1.1594143604e-22,4.1991749633
2.2919467062e-23,3.8207612754
1.9624524158e-34,1.8143814912
5.6949897446e-22,21.1971775669
1.4888073742e-25,50.0050366549
1.9472979386e-20,7.7481321279
4.9412394151e-32,2.0238216362
2.5140746922e-21,5.3823452897
4.3142014486e-29,100.1458478147
1.1957612691e-26,2.7964090067
3.2240223596e-24,3.4679626150
3.7026836320e-21,5.6238867590
7.8741339464e-36,1.7133875207
2.3365848526e-20,8.9938196937
2.4490766102e-25,3.1132318903
2.3199259700e-20,9.4158297351
1.4675728646e-27,2.6183508548
6.0574847251e-21,5.9979091185
2.8054101903e-22,4.4559190536
1.7643090181e-22,4.3156592805
5.1353643511e-26,2.9388411393
6.4715064081e-28,2.5559840715
8.5123697050e-25,3.2724826832
3.6437192361e-35,1.7598882594
6.7744880632e-21,14.4267325070
3.6878239279e-21,16.1307757571
4.3765886264e-31,2.1226568609
7.6976707003e-30,115.1373059042
2.2302015003e-41,882.5003978383
8.8776863915e-23,26.5105309714
7.7351132505e-23,26.9239131971
7.3930178826e-26,2.9773229595
2.7552338311e-33,1.9080223289
2.0097781652e-22,4.3537433377
2.3116224327e-20,8.7285017896
1.1022963551e-31,161.2988872286
4.1123468389e-23,28.8607956266
5.0969165498e-25,3.2044617740
1.4737085645e-20,11.9558261461
3.4652736887e-21,16.3010459105
8.3254366395e-28,2.5747902511
4.7449900038e-35,1.7681915016
2.7236918795e-28,2.4937960200
2.2986509517e-31,2.0923398134
5.9466227345e-23,27.7216426576
3.1380662236e-27,70.1187345638
2.6467341215e-21,5.4123515571
2.2794333027e-20,8.5572158940
1.1370465510e-20,12.8509738817
1.0398382601e-22,4.1704199277
6.0027078590e-26,2.9551703209
5.3747143383e-22,4.6774850628
4.7514709999e-33,1.9287208743
7.3805870966e-21,14.1773615265
4.3938887986e-27,2.7078844272
8.4234691130e-26,2.9914102297
1.9227093713e-36,375.0251880082
1.3895410218e-20,12.1694618813
8.8388304869e-22,4.8717685133
4.7974165562e-22,4.6363591159
3.5259772218e-27,69.4260725666
1.0350732076e-21,19.5676906294
2.8977664388e-21,5.4666746873
4.6974038596e-34,1.8441540039
1.6124850146e-34,1.8078297573
1.6787540480e-31,2.0779020296
1.1501029825e-22,25.7419198091
2.2666728220e-23,30.7535008214
3.4122587606e-21,16.3431450663
2.1177592117e-21,5.2862211835
6.0325215761e-21,5.9943603673
5.4501430327e-21,5.9096130490
8.5270062696e-22,4.8568897471
1.3833777340e-20,12.1853045432
1.8691844804e-27,2.6374837013
5.8489575371e-25,3.2223590590
1.6978837042e-32,1.9791434784
1.8064083880e-22,4.3224816710
5.0802855574e-31,2.1298214250
5.0159532488e-23,3.9912111707
1.0981144976e-20,12.9637604558
2.7974765518e-25,3.1292988499
1.2273148035e-25,50.8855023023
2.2792514077e-20,9.6802837891
8.3483328501e-29,2.4143873239
2.8723297122e-27,2.6723105606
8.1672267148e-36,335.9740674067
2.5863685940e-24,38.2806766774
2.8958054446e-24,3.4510732781
1.0707295145e-20,6.5916178664
3.8412642724e-24,3.4959882906
1.0749050763e-20,13.0322616601
1.8108354476e-23,31.4847880373
5.8348233892e-26,2.9521854760
4.5983613809e-22,4.6213005541
2.2808320798e-20,9.6720068836
8.8655755003e-37,397.7089647140
5.1794638309e-37,414.2402219579
3.1447878551e-21,16.5656048489
2.1854259485e-20,10.0706344669
3.4548078667e-31,2.1114053978
7.9401885218e-21,6.2507515221
1.3358371807e-20,12.3085835679
3.9163968768e-24,3.4991239441
1.9666342484e-20,10.7224430349
3.9423225316e-27,2.6987005649
6.5911929054e-29,2.3992261446
1.4584083895e-21,18.6414166434
1.3349970575e-20,6.9085754773
2.8362063328e-28,2.4966245775
1.4079674314e-24,3.3429374575
6.6302136520e-21,14.4888879375
1.3361709836e-21,5.0541114723
9.3981154379e-34,1.8686082401
1.9010228228e-35,1.7397993924
5.5093123831e-34,1.8497117681
8.0282374504e-36,336.4134019772
2.2787813522e-20,9.6827264449
2.9397741546e-26,2.8822516871
2.7564002314e-25,3.1275016375
1.0273480652e-30,2.1644292946
7.5075289790e-22,20.4404208284
1.2566387345e-21,5.0256401125
1.8845887551e-20,7.6454409686
1.8354548762e-20,7.5693352926
1.4949430882e-21,5.1075925534
1.9039060235e-25,3.0833758129
6.8309535338e-25,3.2428502094
4.9832797716e-26,2.9357212036
7.6205130309e-22,20.3996807719
1.8374764977e-22,4.3274347606
9.5975791880e-21,13.3882715551
1.2253935858e-31,159.9636243060
1.1823079133e-26,62.5699787945
5.9814105607e-21,14.7838215158
2.9091481959e-21,16.7772602992
5.7183699602e-29,2.3902206106
1.2488640260e-21,19.0599523790
1.2704217369e-20,6.8307086650
9.2460941217e-26,52.1984371650
6.2468165808e-33,1.9393070292
2.4380646956e-24,3.4244499630
5.5927962391e-21,5.9307396936
4.8424208709e-21,15.3785233039
1.0356872741e-20,6.5494710525
1.1620199834e-21,4.9900632829
2.1668292900e-20,8.1931537367
4.6627946999e-21,5.7878626983
1.8323595612e-21,5.2094764662
1.2417880519e-23,3.7004603942
5.9419305894e-30,2.2566522299
1.4645758587e-26,2.8152106427
1.9300060512e-21,5.2365701306
1.2348453382e-30,2.1736857969
4.1742336883e-35,1.7641510516
3.4000763449e-23,29.4578332870
3.1718970915e-21,5.5228175648
6.1713880615e-23,4.0399532472
2.7882809745e-22,23.1869620044
8.4697449679e-34,1.8648940777
3.0918270553e-34,1.8297509839
1.0462335043e-25,3.0151828189
1.9980577333e-20,7.8369706007
3.2584579071e-33,1.9143401236
1.9292426541e-21,17.8873184472
5.5164201939e-28,2.5442320715
4.4098427679e-28,2.5279697888
1.0547322898e-20,6.5723968360
2.3287316360e-20,9.3264633927
1.4175550165e-26,61.5922630428
1.1240914284e-23,3.6818640893
2.8389018108e-24,37.9352552725
3.9052649291e-21,5.6602598940
1.3297439821e-28,2.4449242038
2.0057825487e-25,3.0894972358
1.7318254612e-20,7.4184290256
5.3777803575e-28,2.5423706793
3.7550223839e-26,2.9067480960
7.4969223414e-36,1.7119427414
5.2868946548e-35,1.7716170561
2.3385748558e-20,9.0981751474
4.9859301613e-33,1.9305748670
2.0097549350e-22,24.1190427282
2.3297973422e-20,8.8838846723
2.1230217930e-23,3.8051523322
8.2433583603e-24,34.1304955550
1.0766729717e-21,4.9561612173
7.0305189692e-32,2.0390822171
5.8853143232e-33,1.9369894439
9.3074833578e-22,4.8934255307
9.7420486076e-22,4.9128098063
3.1958488424e-21,16.5217657714
1.2844493466e-24,3.3297913822
6.3649047194e-27,2.7398492911
2.1663877027e-22,4.3761306767
2.2061009144e-20,8.2997154590
3.6316080920e-24,3.4869442162
1.4509102072e-25,50.1218832272
6.1675111995e-30,2.2587097679
2.8178033520e-26,2.8780621878
8.4281599532e-23,26.6660816343
1.5256621419e-21,5.1174807900
6.5283124601e-22,20.8224056182
2.5501320912e-22,4.4259740408
3.7514151015e-32,2.0120804796
4.8967829291e-26,2.9339077845
1.1998246702e-24,3.3201189738
2.3162894152e-23,3.8229289295
1.9340536514e-20,10.8083154776
5.0419087429e-21,5.8476557525
2.4258590929e-25,47.8321132091
3.2632413183e-31,2.1087119942
2.2220132251e-21,17.5062553363
8.5690128770e-21,6.3303977664
6.8637081156e-21,6.1094062027
2.0444192752e-20,10.5094212775
5.4231304031e-23,4.0093695498
1.1639511614e-22,25.7066388868
8.6895482913e-32,2.0483778319
7.6937596775e-21,6.2190132091
2.2099278111e-20,9.9814343697
2.2531957451e-20,8.4522182951
2.2384919925e-20,9.8684683396
1.0490940468e-21,19.5312553263
1.0772083111e-29,2.2900351108
3.6574773052e-24,3.4880846057
3.0469759362e-30,2.2204976574
1.5275448780e-20,11.8213400354
7.1575934455e-29,2.4044893395
2.3091407899e-23,3.8222943882
7.9644017366e-36,1.7137233815
2.3385697576e-20,9.0893039017
8.3052780628e-22,20.1652972962
8.5357016777e-25,3.2728556429
1.3650116619e-30,2.1787670605
5.7532681730e-27,2.7310442060
3.1853676748e-34,1.8307689983
1.5809596036e-20,11.6890703654
1.1873245136e-20,6.7311678652
1.6360696223e-23,3.7533037861
1.6252980391e-22,4.2921573289
1.2902993704e-20,12.4286596665
1.2178503174e-27,75.9660783925
3.3182347639e-24,3.4725303913
5.7678662781e-21,14.8870735549
3.4031050813e-21,16.3504773174
4.2071021940e-23,3.9511234734
1.3577806427e-21,5.0616415846
2.4008339766e-32,1.9933846692
1.0358049054e-20,13.1499810186
4.3754354461e-21,5.7408611495
1.6996226277e-25,49.4082303435
1.6203525623e-21,18.3575658798
6.9370419974e-32,2.0384981733
4.2901416244e-35,1.7650128032
2.3076649232e-20,8.7030925184
5.4439003958e-35,1.7725466210
1.7332527995e-21,5.1809719980
2.0634073128e-23,31.0582880166
1.9103538230e-22,4.3387943196
1.7490086139e-21,18.1516573672
1.8510628956e-20,11.0210909128
6.5936980550e-36,1.7081772781
5.9131931603e-34,1.8521901186
1.2630968192e-35,1.7274361929
1.7291311776e-27,73.7536132015
3.0312878688e-21,5.4944017043
2.1026755818e-25,3.0950637340
1.4627970146e-23,3.7316065573
1.3253421402e-20,6.8968910005
9.7545170951e-35,1.7913034739
2.1408647181e-20,8.1294743561
7.3697916764e-23,27.0698190036
8.1569423032e-22,4.8387051452
1.2573273982e-31,2.0648225842
4.1160934040e-21,5.6970187455
2.1383516025e-22,4.3722202413
4.8896631660e-23,3.9853279856
1.6881809547e-24,39.8902737744
2.9452014314e-22,23.0324086200
1.7126958385e-26,60.5866993386
2.1718213008e-26,59.3431846661
