likelihood_beta,beta
7.8661951928e-22,1.5769400191
7.3941427032e-22,1.4971849529
7.0681441094e-22,1.4596839667
5.7299743468e-22,1.3411030940
7.8991754560e-22,1.7013048209
6.5295136973e-22,1.4077906570
6.9528358990e-22,1.4477824323
7.0522045659e-22,1.8294904634
6.1016355586e-22,1.3711444439
7.6790012331e-22,1.5384571204
7.6677824351e-22,1.5365649839
6.1838337067e-22,1.3779791938
7.9860573906e-22,1.6262873258
7.4582228031e-22,1.5055165350
7.0510459708e-22,1.4578836441
6.6510090537e-22,1.4187894837
7.9941224989e-22,1.6385219824
7.8754258189e-22,1.5793987958
6.4962960397e-22,1.4048372664
7.9210647924e-22,1.6942638765
6.9081917097e-22,1.4433138843
7.8901905178e-22,1.5835335716
7.2963050397e-22,1.4851810793
6.2867740751e-22,1.3866619061
7.4495121530e-22,1.7831366388
7.9841445352e-22,1.6244931930
7.5637168572e-22,1.5202744842
7.9524456850e-22,1.6054772264
6.5462573709e-22,1.4092876809
7.9310262553e-22,1.5967768243
7.9710837812e-22,1.6150959789
6.6658765146e-22,1.4201583275
4.3740334699e-22,2.0509885373
6.6218499824e-22,1.4161199408
7.9175235755e-22,1.5920290862
6.9442166170e-22,1.4469140595
4.7599175361e-22,2.0213680341
7.9028803471e-22,1.5873220959
7.0587480240e-22,1.4586929918
7.8807507850e-22,1.5808595590
6.7261758104e-22,1.4257661683
7.8082657134e-22,1.5631512104
7.7214326848e-22,1.5459169385
7.6643060258e-22,1.5359848492
7.5385573414e-22,1.5166185113
4.2176373924e-22,2.0631009986
7.7621281019e-22,1.5536066610
7.6456076769e-22,1.5329122092
5.7448945655e-22,1.3422867978
6.9829814601e-22,1.4508416739
6.2635660641e-22,1.3846915628
6.0703472079e-22,1.3685637378
7.8345830144e-22,1.5691115420
7.9829276437e-22,1.6234339280
6.3595844517e-22,1.3928956672
7.3009123897e-22,1.8017663060
7.9936456798e-22,1.6503593119
6.8202108162e-22,1.4347064268
6.8135159992e-22,1.4340614846
7.8494625530e-22,1.7148029663
7.5574235399e-22,1.5193510643
7.9924590560e-22,1.6345536089
5.9283396052e-22,1.3569805586
5.7875459457e-22,1.3456793900
6.7235019170e-22,1.4255155222
6.4112446109e-22,1.3973698104
7.3017912415e-22,1.4858341453
6.7095803949e-22,1.4242135643
7.9593892503e-22,1.6787428637
7.1882700892e-22,1.4727349435
7.0288844188e-22,1.8319262761
6.4554176425e-22,1.4012317597
7.2840221015e-22,1.4837268450
7.2962465638e-22,1.4851741303
6.4488595424e-22,1.4006562043
7.8848814195e-22,1.7054798954
7.6176907984e-22,1.5284637576
7.9934982002e-22,1.6367632309
6.0449767201e-22,1.9210165716
6.8707948919e-22,1.4396243917
6.7080874334e-22,1.4240742390
6.7844613121e-22,1.8562177429
6.5053517834e-22,1.4056402733
6.8217729138e-22,1.4348571059
7.6266685228e-22,1.7576185563
7.9818550601e-22,1.6225439844
7.6639974602e-22,1.5359334946
6.8041013076e-22,1.8543388864
6.7939741227e-22,1.4321865789
7.9309965945e-22,1.6907298074
7.9556534825e-22,1.6805411006
7.3979835810e-22,1.4976729282
7.3617047004e-22,1.4931169681
6.4135624437e-22,1.3975716032
7.9439420687e-22,1.6018093885
7.4741696162e-22,1.5076575169
6.9354797832e-22,1.4460366426
6.4409688705e-22,1.3999647268
5.9076113534e-22,1.3553061452
7.6667990175e-22,1.7510951038
6.9034458068e-22,1.8446526608
7.6664139365e-22,1.5363362697
7.6362198627e-22,1.7560972214
6.3555823494e-22,1.8949448038
6.5420004505e-22,1.4089065359
7.8653724917e-22,1.5767251158
7.7631221826e-22,1.7336934879
6.1812837590e-22,1.3777659122
7.0375912522e-22,1.4564760837
7.9944502996e-22,1.6477521290
6.6585825048e-22,1.4194861076
7.6914312308e-22,1.5405907354
7.8365332669e-22,1.5695714588
7.2845134559e-22,1.8037108743
7.3490951708e-22,1.4915602545
7.7363548070e-22,1.5486689965
7.0489408034e-22,1.4576628880
6.0503791787e-22,1.3669224348
7.7722232430e-22,1.5556113674
7.9205115446e-22,1.5930420623
7.4587134190e-22,1.5055819771
7.4593494719e-22,1.5056668583
6.8601342948e-22,1.4385811648
6.9044405339e-22,1.4429416512
6.5781023665e-22,1.4121508905
7.7206863370e-22,1.5457811836
7.3909962415e-22,1.4967862210
7.4838669763e-22,1.5089738188
7.8727623660e-22,1.7088155977
5.1952839385e-22,1.9880306532
7.2944219723e-22,1.4849574293
7.4407980109e-22,1.5032092957
6.2841022164e-22,1.3864346707
7.9830938730e-22,1.6235753542
7.0337584406e-22,1.4560765580
7.9560874437e-22,1.6803367051
6.3926873915e-22,1.3957575042
7.5005735802e-22,1.7762275557
7.9804438400e-22,1.6214268877
7.8074534099e-22,1.7245217559
7.3173839913e-22,1.4877024829
7.2397749191e-22,1.4785746489
5.9787481540e-22,1.3610691819
7.2662696176e-22,1.4816438340
6.3679468335e-22,1.3936169261
5.9173276540e-22,1.3560905376
5.5394938182e-22,1.3261155257
6.6013688419e-22,1.4142564976
7.2154299033e-22,1.4757942632
7.1247684706e-22,1.4657439666
7.5113900932e-22,1.5127722113
6.9872032317e-22,1.4512729253
7.7154533385e-22,1.7426614765
7.9854617547e-22,1.6617861227
7.3407030832e-22,1.4905315089
7.4506182383e-22,1.7829901187
5.8945662631e-22,1.3542543424
6.7381568651e-22,1.4268915796
6.7032009601e-22,1.4236186268
7.8910867208e-22,1.7037022174
7.6340164163e-22,1.5310458475
7.2212844340e-22,1.4764595269
6.0445908630e-22,1.3664474634
7.4307127180e-22,1.7856070794
7.1596960274e-22,1.4695621518
7.0947556523e-22,1.4625127410
7.9911099082e-22,1.6323042900
7.9240904097e-22,1.5942821381
7.4315107412e-22,1.5019927261
7.7004277341e-22,1.5421607346
6.4403247366e-22,1.3999083292
1.7927997395e-22,2.2849186838
7.1036309089e-22,1.4634636498
7.0812064381e-22,1.4610683307
7.9922857526e-22,1.6532608059
7.8170125374e-22,1.7224114227
7.9164359030e-22,1.6958305430
6.4606031066e-22,1.4016874030
1.1099543890e-25,3.2065733613
6.1362896764e-22,1.3740159432
7.6293266929e-22,1.5302986643
7.0217281958e-22,1.4548266288
7.9566553498e-22,1.6074281850
3.7624744684e-22,2.0990050351
6.8069446559e-22,1.4334297468
7.2831290193e-22,1.4836215288
7.5812545310e-22,1.5228808593
7.6334714128e-22,1.7565369010
7.8407418062e-22,1.5705733870
7.4106754842e-22,1.4992953072
7.1055684600e-22,1.4636717512
7.6850425970e-22,1.5394891005
5.8393121387e-22,1.3498155070
6.9669931921e-22,1.4492148034
6.7647204593e-22,1.4294006173
6.4806077881e-22,1.4034498479
7.6323404949e-22,1.5307783192
6.4894336223e-22,1.4042298003
7.9033200696e-22,1.5874578319
7.2590377670e-22,1.4808014660
7.9697460036e-22,1.6143015789
6.2057339909e-22,1.3798144249
7.1452401388e-22,1.4679740817
7.6880105185e-22,1.5399995380
3.7396430075e-22,2.1008395389
7.0811614733e-22,1.4610635517
3.0688568704e-22,2.1568676168
7.9765826263e-22,1.6186221350
7.4956299360e-22,1.5105856383
7.5537257673e-22,1.5188113166
6.4093575814e-22,1.3972055920
6.7721051236e-22,1.4301015966
6.5508060019e-22,1.4096953557
7.4210240398e-22,1.7868660201
7.4877457346e-22,1.7779922398
7.8132901642e-22,1.5642561359
7.8763884163e-22,1.5796604660
7.4070474985e-22,1.4988299801
7.3615357179e-22,1.7943996684
7.8456220290e-22,1.5717519911
7.7161349357e-22,1.5449570749
7.2234845019e-22,1.4767100707
6.9242301093e-22,1.8425847324
7.4097364527e-22,1.4991747448
7.8573554251e-22,1.5746647735
7.2312845719e-22,1.4776007687
6.7928554702e-22,1.4320795922
7.1187751429e-22,1.8224005453
7.8139403090e-22,1.7230955051
6.5888930793e-22,1.4131259796
7.9949164674e-22,1.6437278437
7.0578677291e-22,1.4586003543
7.9832143587e-22,1.6236784834
7.3405223143e-22,1.4905094124
7.1334551001e-22,1.4666876092
4.5755290115e-22,2.0354886449
7.2454726858e-22,1.4792307958
7.3495930047e-22,1.4916214631
6.9059047908e-22,1.4430868929
6.4402593248e-22,1.3999026024
3.8417547391e-22,2.0926633799
7.9540008995e-22,1.6061863012
6.9792584269e-22,1.4504619509
7.8322255505e-22,1.5685591991
6.1697208658e-22,1.3767998111
7.7780267599e-22,1.7307121389
6.0451300386e-22,1.3664916914
7.8646478316e-22,1.5765363730
7.0394908020e-22,1.4566743250
7.9815753277e-22,1.6223179413
7.7156238601e-22,1.5448649347
4.6656084265e-22,2.0285853409
6.5272759682e-22,1.4075910147
6.2104912689e-22,1.9072817750
7.0415774554e-22,1.4568922735
7.9943514568e-22,1.6481562600
5.7142298876e-22,1.3398556715
7.8157192174e-22,1.5647955947
7.7650041106e-22,1.7333222097
6.1567334967e-22,1.3757166959
7.9221179568e-22,1.6939007260
7.9946608505e-22,1.6467130179
6.6635464282e-22,1.4199434460
7.7028904656e-22,1.5425944358
7.9658143902e-22,1.6120813391
6.6784149594e-22,1.4213168964
3.8370582238e-22,2.0930378648
6.5768402329e-22,1.4120370033
7.9069251095e-22,1.5885829566
7.5088801919e-22,1.5124218580
7.7816693055e-22,1.5575269453
6.5808107890e-22,1.4123953975
6.6130474931e-22,1.4153179056
7.4249789309e-22,1.5011424178
7.7888674427e-22,1.5590141273
6.6849215914e-22,1.4219196410
6.1266792426e-22,1.3732181841
7.8820462336e-22,1.5812199399
6.9162730293e-22,1.4441174707
7.4214289499e-22,1.5006820907
4.0496318976e-22,2.0762229231
7.6066816049e-22,1.7607440406
7.9944810647e-22,1.6476177409
7.4142851038e-22,1.4997595440
7.5297513503e-22,1.5153606777
7.0433731644e-22,1.4570799851
6.8810803005e-22,1.4406344373
7.5229092979e-22,1.5143908097
8.3780593055e-61,6.6116852240
7.8685974191e-22,1.5775713848
7.6667298314e-22,1.5363890249
6.9182797655e-22,1.8431783147
7.4053600333e-22,1.4986139760
7.3414116152e-22,1.4906181426
7.9724702613e-22,1.6715525928
7.4176415353e-22,1.5001923613
7.2356070387e-22,1.4780960021
6.6547652313e-22,1.4191348148
7.4905041770e-22,1.5098812067
7.9465552922e-22,1.6029018820
7.1386879694e-22,1.8202377445
6.8933265850e-22,1.4418416503
6.5308287724e-22,1.4079080303
7.2151950675e-22,1.4757676220
6.4095617396e-22,1.3972233559
7.4914198560e-22,1.5100068113
7.9934850898e-22,1.6367310200
7.0258331399e-22,1.4552524367
6.5886102263e-22,1.4131003878
7.9894801223e-22,1.6574241879
6.8275931275e-22,1.4354191759
6.2424537572e-22,1.3829057870
7.3771983585e-22,1.4950483428
7.7530127546e-22,1.5518319066
7.3934555812e-22,1.4970978001
7.1058313998e-22,1.4637000062
7.5430653003e-22,1.5172666875
6.8102061538e-22,1.4337431304
6.3075913866e-22,1.3884359724
7.8901330375e-22,1.7039787464
7.9877729017e-22,1.6594260771
7.4888323280e-22,1.5096521416
6.2987335141e-22,1.3876803129
7.9099156699e-22,1.6979620659
7.6088358623e-22,1.5270848849
2.2056417766e-22,2.2388222452
7.8461381917e-22,1.5718777345
1.7970080429e-22,2.2844157266
7.9640475719e-22,1.6111324411
7.6042008626e-22,1.5263689580
7.1059934286e-22,1.4637174193
2.7852214858e-22,2.1822259512
7.6114018095e-22,1.5274829309
7.9734768790e-22,1.6165745643
6.9159950654e-22,1.4440897925
7.9749661673e-22,1.6699591260
7.7665952954e-22,1.5544885293
7.8544874637e-22,1.5739419921
7.5595484163e-22,1.5196621653
7.7316446223e-22,1.5477923576
6.6243475875e-22,1.4163478295
7.4714955256e-22,1.5072964761
6.0746319961e-22,1.3689165033
7.8253866871e-22,1.7205172367
7.6508109041e-22,1.5337593682
7.2792547027e-22,1.4831653027
6.7585455144e-22,1.4288156389
7.9934794508e-22,1.6367172108
6.5612156878e-22,1.4106299457
7.1596543966e-22,1.8179381238
7.5622202718e-22,1.5200543349
7.5362140018e-22,1.5162827243
7.7830373516e-22,1.7296879690
6.7413391546e-22,1.4271911456
7.1089982429e-22,1.4640405762
7.4219375890e-22,1.5007479686
7.8569940618e-22,1.5745733017
5.6053821671e-22,1.3312755789
7.9741105892e-22,1.6169797011
6.4990388406e-22,1.4050803137
7.9948905559e-22,1.6428035943
6.7837506462e-22,1.4312101674
6.2812376460e-22,1.3861911610
6.3703751725e-22,1.3938265835
7.6614529052e-22,1.7519848309
5.8823503206e-22,1.9342249424
1.7376936001e-22,2.2915786917
6.5869845431e-22,1.4129533337
7.3201361618e-22,1.4880341612
7.7675907806e-22,1.5546861681
7.9927732287e-22,1.6351615091
7.8608729879e-22,1.5755613605
7.7952031249e-22,1.5603438953
7.8518023826e-22,1.7142239033
7.9928203744e-22,1.6352564848
7.3548368542e-22,1.4922674429
5.8746329908e-22,1.3526500263
7.9109348658e-22,1.5898613588
6.8530772126e-22,1.4378925927
6.8867652123e-22,1.4411942161
7.9897252195e-22,1.6303834541
7.8697527574e-22,1.5778771226
7.6538743507e-22,1.5342609347
6.5221885846e-22,1.4071375089
7.9812852378e-22,1.6220860116
7.1278274300e-22,1.4660758257
7.2649217333e-22,1.4814865642
7.9511592428e-22,1.6825953149
6.3686872336e-22,1.3936808404
5.1934678414e-22,1.9881702485
7.9880899284e-22,1.6590740829
7.1333127924e-22,1.4666721188
6.4311215966e-22,1.3991033461
7.3303361957e-22,1.4892685343
6.7845773327e-22,1.4312890094
7.3604799868e-22,1.4929651834
7.6885558491e-22,1.7474021076
7.2360402982e-22,1.4781457068
6.7276740929e-22,1.4259066972
7.5202197484e-22,1.5140113085
6.4293080572e-22,1.3989448955
7.7107227669e-22,1.7435103403
7.9864337959e-22,1.6608332014
7.1613176512e-22,1.4697410003
7.8177857414e-22,1.5652573265
7.4591957207e-22,1.5056463361
7.9949078998e-22,1.6442910496
7.7592044780e-22,1.5530338781
6.7535809176e-22,1.4283460876
7.8868473839e-22,1.7049221315
6.5718946877e-22,1.4115910755
2.6637679152e-23,2.6108981176
7.2881282736e-22,1.8032838949
6.7509083226e-22,1.4280935944
6.3058915919e-22,1.3882908731
7.0242810669e-22,1.4550913557
7.0909780526e-22,1.4621091543
7.8951264499e-22,1.5849788731
7.9886018510e-22,1.6584879927
6.9048861611e-22,1.4429858457
6.4587340884e-22,1.4015231170
7.5250649211e-22,1.5146956801
7.9498874990e-22,1.6831573702
7.1256884126e-22,1.4658437187
7.6506541592e-22,1.5337337611
7.7550326768e-22,1.7352732906
7.0041886266e-22,1.4530151703
6.5688350794e-22,1.4113154587
7.3454223570e-22,1.4911093134
7.3595140720e-22,1.4928455628
7.5472311787e-22,1.5178682981
6.1993690750e-22,1.9082152808
6.3044891418e-22,1.3881711885
6.1465756484e-22,1.3748710113
6.4651214754e-22,1.4020848306
7.0746801294e-22,1.4603756764
7.4475072504e-22,1.5040937997
6.7718680460e-22,1.4300790685
6.3997885299e-22,1.3963737826
7.8505983427e-22,1.5729732358
7.2591136161e-22,1.4808102827
7.9453201054e-22,1.6023819442
7.7779957252e-22,1.5567772392
7.9393398769e-22,1.5999507626
3.2202034504e-22,2.1438024524
6.7133172696e-22,1.4245625467
1.0430078489e-23,2.7360886018
6.9397032892e-22,1.4464604487
7.9597112428e-22,1.6785835663
5.6372268355e-22,1.3337782302
7.0468976372e-22,1.8300468653
5.7334388521e-22,1.3413778136
5.9452221853e-22,1.3583472264
1.6786850087e-22,2.2988697763
6.6369207755e-22,1.4174972193
6.1444313104e-22,1.3746926475
7.1774859561e-22,1.4715321206
7.1120476528e-22,1.4643689844
6.7485860645e-22,1.4278743580
6.9639021744e-22,1.4489014186
7.1696322258e-22,1.4706602762
7.1553950647e-22,1.4690884911
7.0162050797e-22,1.4542548318
7.0839792921e-22,1.4613632234
7.9949154404e-22,1.6435588386
7.9227066337e-22,1.5937990759
5.9201718836e-22,1.3563203118
5.8683561024e-22,1.3521455404
7.9712168309e-22,1.6151761867
7.2028610967e-22,1.8131226251
6.3223016740e-22,1.3896935070
7.6431530388e-22,1.5325146005
7.9820545863e-22,1.6647889919
7.3128949065e-22,1.4871627209
7.9441879918e-22,1.6019109991
7.3492814238e-22,1.4915831518
7.1153507963e-22,1.4647252391
7.9940370998e-22,1.6382481018
6.3167949425e-22,1.3892223700
7.9784790991e-22,1.6199585282
7.4574242852e-22,1.5054100797
7.9899228591e-22,1.6306404055
6.3405481878e-22,1.3912579500
7.6249460210e-22,1.5296047273
7.7547518011e-22,1.7353276827
6.6448685457e-22,1.4182256648
7.9796045032e-22,1.6667075292
7.2592454507e-22,1.4808256080
7.8938629846e-22,1.5846056381
6.5407455053e-22,1.8787014414
7.4154411767e-22,1.4999084965
4.2231905481e-24,2.8445046807
7.9092188444e-22,1.5893106564
7.2100695590e-22,1.4751869866
7.8718951682e-22,1.5784477383
6.2137142376e-22,1.9070109601
7.8119633318e-22,1.7235327511
6.5366403325e-22,1.4084271419
6.0959515935e-22,1.3706747979
7.4825444796e-22,1.5087936503
6.7981254902e-22,1.4325839304
7.9884275382e-22,1.6288055490
7.7481189564e-22,1.5508922354
4.3523991374e-22,2.0526591085
7.0279421843e-22,1.4554714864
7.5345129367e-22,1.5160394593
6.9879021664e-22,1.4513443892
7.2362716718e-22,1.8093234306
7.7538459265e-22,1.7355029007
5.4995039423e-22,1.3229947130
6.8541231638e-22,1.4379945472
6.4683100455e-22,1.4023655178
7.4600845109e-22,1.5057650053
7.6916169434e-22,1.5406229213
6.5367966906e-22,1.4084411179
6.5469383339e-22,1.4093486856
5.8540686521e-22,1.3509984660
7.7964703223e-22,1.7268834031
5.4931070746e-22,1.3224962227
7.9237295696e-22,1.5941557271
1.6920317288e-22,2.2972056636
6.2972894211e-22,1.3875572291
7.2851070936e-22,1.8036408180
7.9929534297e-22,1.6355304418
1.5233026637e-57,6.3994311368
6.9907198594e-22,1.4516326863
7.3076888964e-22,1.4865386648
7.7270323661e-22,1.5469411262
7.4085491622e-22,1.7884732557
7.9078680141e-22,1.6986147306
7.2959116830e-22,1.4851343394
5.6867362027e-22,1.3376813683
7.4587520992e-22,1.5055871376
7.6756510341e-22,1.5378888325
7.6882434782e-22,1.5400397015
7.8411243084e-22,1.5706651034
6.1106840171e-22,1.3718928550
7.1982135925e-22,1.4738499373
6.2088070309e-22,1.3800724452
7.0654812344e-22,1.8280929712
7.7463377019e-22,1.5505524177
7.3710077992e-22,1.4942741476
6.4616034806e-22,1.4017753617
7.4824781192e-22,1.7787110708
7.6035860839e-22,1.5262742938
7.9930037470e-22,1.6518592326
7.6549079097e-22,1.5344306291
6.8877664827e-22,1.4412929210
7.3459167874e-22,1.4911699541
6.1801187980e-22,1.3776685007
7.7445918826e-22,1.7372752032
7.7028382872e-22,1.5425852291
7.8216064933e-22,1.5661179191
3.7209726757e-22,2.1023425420
5.6433156719e-22,1.3342574331
7.0553322182e-22,1.4583337249
7.2610770755e-22,1.4810386486
7.8386209380e-22,1.7174288505
6.0540731243e-22,1.3672257372
7.6824128098e-22,1.7484569536
6.5162916931e-22,1.4066124847
6.8822875293e-22,1.4407532196
7.9144058769e-22,1.5909924655
7.9603394417e-22,1.6092250021
7.4824300222e-22,1.5087780671
7.9856351645e-22,1.6616198395
6.9554651761e-22,1.4480478779
7.4693128891e-22,1.5070023997
7.4755981267e-22,1.5078507264
7.9360849668e-22,1.5986818818
7.9778873425e-22,1.6679620361
7.1092344247e-22,1.4640659955
7.4853726358e-22,1.5091791950
6.7579766094e-22,1.4287617974
7.9451679254e-22,1.6851773544
7.7019251619e-22,1.5424242356
6.4461260116e-22,1.4004165322
7.5469365919e-22,1.5178256721
6.0279409754e-22,1.3650832129
6.4412692448e-22,1.3999910289
6.8552459574e-22,1.8493916551
6.8581390166e-22,1.4383863197
6.1985138414e-22,1.3792086912
7.9926889094e-22,1.6525014717
6.7183023869e-22,1.4250286649
7.6018016192e-22,1.5259999078
7.2508289209e-22,1.4798495346
6.5609133738e-22,1.4106027718
6.3604465752e-22,1.3929699736
7.3954781332e-22,1.4973544607
6.9492234124e-22,1.4474181462
7.5967018520e-22,1.7622767884
7.9596266734e-22,1.6088702115
7.0490409026e-22,1.4576733804
7.9001399986e-22,1.5864832724
6.4133558083e-22,1.3975536095
4.3446283146e-22,2.0532595171
5.6511933290e-22,1.3348777540
6.1685008825e-22,1.3766979777
2.0964610392e-22,2.2504385309
7.0248925127e-22,1.4551548021
7.8979246517e-22,1.7016818651
6.0938865580e-22,1.3705042628
7.9874692005e-22,1.6277396543
7.8425547620e-22,1.5710090830
6.4626367401e-22,1.4018662313
7.6847831714e-22,1.5394445926
6.9575046736e-22,1.4482539597
6.6623304707e-22,1.4198313620
7.9804302625e-22,1.6660792756
7.8777541365e-22,1.7074621773
6.7491867750e-22,1.4279310549
6.5949018841e-22,1.4136700539
7.0365976991e-22,1.4563724566
7.0402360785e-22,1.4567521465
6.3918376169e-22,1.3956838125
7.2220773848e-22,1.4765497937
6.6969081664e-22,1.4230327876
7.5539352393e-22,1.5188418370
7.7769972703e-22,1.5565745275
3.1476732591e-22,2.1500273061
6.9620582537e-22,1.4487146453
7.1225551207e-22,1.4655041423
7.4585187492e-22,1.5055560073
7.1446897971e-22,1.4679138435
6.8755770794e-22,1.8474021101
7.4245301871e-22,1.5010841592
7.2697438239e-22,1.4820497713
8.4657497868e-23,2.4295123547
7.9676184714e-22,1.6744153831
7.9866875043e-22,1.6605756254
7.9540384280e-22,1.6062035755
7.4984883726e-22,1.5109798853
5.9925395731e-22,1.3621920715
7.8905845693e-22,1.5836477109
6.2324009445e-22,1.3820576472
7.3228691465e-22,1.4883641043
7.9670351085e-22,1.6747419031
7.4013302121e-22,1.4980992359
7.9578645136e-22,1.6080080528
6.5756338632e-22,1.4119281797
6.6163953687e-22,1.4156227393
7.6292603474e-22,1.5302881260
6.5358292424e-22,1.4083546512
6.9828481378e-22,1.4508280665
6.8300471480e-22,1.8518392094
7.9758850549e-22,1.6181480429
7.6351644665e-22,1.5312294446
7.3203483230e-22,1.4880597540
7.1457688694e-22,1.8194637165
5.6172298680e-22,1.3322059886
6.0113983152e-22,1.3637306210
7.5336249671e-22,1.5159126352
7.6959583490e-22,1.5413779923
7.2257201021e-22,1.4769649681
7.6118249536e-22,1.7599469964
7.6401811578e-22,1.7554607546
7.9439219479e-22,1.6018010858
7.2959465024e-22,1.4851384763
7.1027651735e-22,1.4633707253
6.0961644437e-22,1.9168033078
5.3708457412e-22,1.3130032359
6.8071616632e-22,1.4334505883
5.2200833449e-22,1.3013720519
7.3988368038e-22,1.4977815153
5.9314285631e-22,1.3572304169
6.3796551425e-22,1.3946286827
7.6332107637e-22,1.5309171689
7.7520124754e-22,1.7358565768
7.6670286043e-22,1.7510567435
7.8075352400e-22,1.5629917723
7.8628608248e-22,1.5760731106
7.0594074250e-22,1.4587624064
7.7468992062e-22,1.5506594129
6.3863222167e-22,1.3952058156
6.9471150090e-22,1.4472057578
5.8976694938e-22,1.3545044144
6.2668828689e-22,1.3849726838
1.7718005649e-23,2.6672226885
7.6961505655e-22,1.5414115421
7.4776532914e-22,1.5081291103
7.8079573859e-22,1.5630838761
7.9845627312e-22,1.6626247874
6.5507690094e-22,1.8778036476
7.4349464018e-22,1.5024417307
7.9948410386e-22,1.6453586570
7.0824963913e-22,1.4612054722
6.6601624512e-22,1.4196316076
7.8523985166e-22,1.5734200489
6.4276682779e-22,1.3988016763
7.9914277319e-22,1.6327925410
6.9844912008e-22,1.4509958121
6.0546012941e-22,1.3672691162
7.4405958101e-22,1.5031827129
7.2755235281e-22,1.4827269259
7.6116264690e-22,1.5275178400
7.9943391478e-22,1.6482040218
7.9637530249e-22,1.6765187842
7.0181472924e-22,1.8330399266
7.7194635760e-22,1.5455591502
6.9906028240e-22,1.4516207053
7.4169798944e-22,1.5001069539
6.8647667710e-22,1.4390340364
6.8325811418e-22,1.4359017056
