likelihood_theta1,theta1
5.6941947778e-24,0.0858070515
5.1077285958e-24,0.0830613895
3.6450763292e-24,0.0748053412
1.8061962167e-24,1.1477035834
1.0192077700e-20,0.5326489667
3.1529100937e-22,0.2300029972
3.2419321865e-22,0.2314230478
1.3357697782e-20,0.6643626857
1.3730956380e-22,0.1911160397
1.1122403723e-23,0.1037196418
3.4446203476e-24,0.0734592614
2.2394466856e-21,0.3564318676
4.7692396943e-22,0.2520099980
5.2807619957e-23,0.1534028614
1.3568839914e-20,0.6452063812
2.5317947092e-23,1.0707943824
9.8620402901e-23,0.1773030590
1.5297853776e-22,0.1958168346
2.2345479139e-22,0.2131061979
3.5472218199e-24,0.0741564132
1.3563466361e-22,0.1905882703
3.8780176907e-23,0.1425205296
1.2050912297e-22,0.1855662059
6.5248507465e-23,0.1612015653
8.1535433061e-23,0.1697382129
0.0000000000e+00,5.3072453105
2.1834968399e-23,0.1237106589
1.1547783732e-21,0.3066210963
2.0864803601e-21,0.3506538558
4.2270888185e-24,0.0783818193
5.5667003476e-23,0.1553199397
1.4918006638e-23,0.1121632048
1.1975999692e-22,0.1853044538
5.6673674408e-22,0.2617934891
5.4292673039e-24,0.0845982547
6.9223004238e-21,0.4718662223
2.9483177104e-24,0.0698112861
1.7734177619e-23,0.1173190608
6.0424473281e-23,0.1583365274
2.1705417617e-21,0.3538644675
2.6596964995e-23,0.1299725684
6.7937019966e-23,1.0376816084
8.5146072565e-23,0.1714382495
1.3639691588e-21,0.9087528447
1.2102259798e-23,0.1061088375
1.0940528795e-20,0.5473498960
8.1609806956e-23,0.1697738475
3.1672357252e-23,0.1356864150
7.4822283743e-21,0.4824443530
1.2253322606e-20,0.7002571211
4.1001516436e-21,0.8374615087
2.1438539258e-22,0.2111516645
2.0175894377e-23,0.1212576091
2.3413939326e-24,0.0645497845
1.0161725407e-23,0.1011971515
3.5061551671e-22,0.2354641978
2.2124815170e-23,0.1241230390
1.5698300517e-23,0.1136688342
2.4338481733e-21,0.3633910621
1.5132234548e-23,0.1125830706
1.3359300639e-24,0.0524231737
2.9401146086e-23,0.1332319022
1.2980326993e-20,0.5984410942
3.0464680667e-28,1.3387737204
4.0203384612e-23,0.1437616130
8.5019235229e-22,0.2863856352
4.1718837842e-22,0.2446768745
4.2897456506e-23,0.1460142193
2.7368155344e-23,0.1308965450
7.5299069165e-24,0.0930679966
1.5251642689e-23,0.1128149252
7.5213164850e-23,0.1666068172
1.0588981295e-20,0.5403349291
4.1048257539e-22,0.2438034294
1.8472788448e-23,0.1185562540
2.0959489084e-23,0.1224365236
1.1223688850e-23,0.1039746951
5.5992929980e-23,0.1555332581
2.0529293574e-22,0.2091246569
3.8774925897e-22,0.2407567207
5.7918050716e-23,0.1567727408
2.0131726412e-22,0.2082157130
3.8865189953e-24,0.0763446348
1.6198193230e-24,0.0564805726
4.3405817783e-22,0.2468266658
7.5482219640e-22,0.2789250626
1.9239576931e-21,0.3441783089
4.0584668871e-21,0.4106125131
1.1764656999e-20,0.5650009582
3.4718910071e-22,0.2349539742
2.8079078580e-22,0.2241809529
1.3110624277e-20,0.6033896780
1.4263999473e-22,0.1927617347
9.1067604660e-23,0.1741027518
2.2580586607e-24,0.0637376570
2.9872776962e-23,0.1337543127
1.7452437426e-21,0.3365919258
1.9177800063e-23,0.1196989140
1.6636026234e-22,0.1995329910
9.3412714120e-22,0.2924440268
1.5807035420e-23,0.1138736035
3.1011490175e-23,0.1349877921
2.1258252483e-23,0.1228762730
1.5167724947e-21,0.3260322147
1.2044958722e-23,0.1059737185
4.9543487597e-21,0.4316535021
2.1142281049e-24,0.0622731585
2.4502573920e-22,0.2175124806
3.1259591085e-22,0.2295668460
4.4275398123e-23,0.1471212777
2.2994856252e-23,0.1253342286
3.2241136737e-21,0.3883152595
7.3328669071e-23,0.1656316912
2.2455251889e-21,0.3566556927
3.6887225685e-24,0.0750899654
9.0246906804e-25,0.0445082978
2.8631321615e-24,0.0691326406
1.1258167557e-20,0.5539134840
2.0437438078e-22,0.2089159108
5.9281703531e-22,0.2644081554
3.9399394569e-23,0.1430650837
2.1547727560e-24,0.0626944690
1.4308093428e-21,0.3217595351
2.7682379698e-24,0.0683558634
5.9649043808e-23,0.1578585365
1.3556688263e-20,0.6320753978
3.2865852854e-24,0.0723496897
2.7764812273e-22,0.2236229470
