W,tauint,error
0.000000,0.500000,0.000000
1.000000,1.162097,0.014009
2.000000,1.624208,0.027689
3.000000,1.957851,0.040879
4.000000,2.205822,0.053181
5.000000,2.387009,0.064342
6.000000,2.532399,0.074777
7.000000,2.637512,0.084121
8.000000,2.714944,0.092569
9.000000,2.770142,0.100180
10.000000,2.801020,0.106776
11.000000,2.818426,0.112684
12.000000,2.831432,0.118237
13.000000,2.846019,0.123699
14.000000,2.861583,0.129071
15.000000,2.875012,0.134228
16.000000,2.891632,0.139432
17.000000,2.908484,0.144560
18.000000,2.921964,0.149441
19.000000,2.928834,0.153897
20.000000,2.930199,0.157969
21.000000,2.926878,0.161686
22.000000,2.926116,0.165448
23.000000,2.927033,0.169219
24.000000,2.930317,0.173053
25.000000,2.931542,0.176695
26.000000,2.933546,0.180318
27.000000,2.935074,0.183848
28.000000,2.940854,0.187591
29.000000,2.944508,0.191148
30.000000,2.952459,0.194941
31.000000,2.964834,0.198994
32.000000,2.978973,0.203142
33.000000,2.992233,0.207210
34.000000,3.009896,0.211568
35.000000,3.023037,0.215594
36.000000,3.040142,0.219889
37.000000,3.059236,0.224322
38.000000,3.078751,0.228784
39.000000,3.108998,0.234051
40.000000,3.142158,0.239561
41.000000,3.169340,0.244635
42.000000,3.193724,0.249506
43.000000,3.213973,0.254059
44.000000,3.231896,0.258430
45.000000,3.245729,0.262468
46.000000,3.257996,0.266372
