likelihood_sigma,sigma
1.4439560645e-28,1.9185394361
2.9588954778e-33,1.5337786185
1.0281089273e-17,10.3952800979
2.1372362213e-31,515.0523059389
1.7814353308e-19,4.4342645339
7.0682311384e-33,1.5584691589
8.1638452818e-18,12.0927921715
2.9167500092e-34,1.4720614436
2.3045027502e-19,4.5309952561
9.0427131006e-33,1.5656133458
6.6042011326e-18,13.1517443175
1.0382332934e-25,2.2856208143
1.2022382493e-27,2.0214613688
2.5280575809e-24,2.5308937869
8.1760994467e-19,5.1183143151
6.4004647094e-26,2.2531455927
7.1689993811e-18,7.3656262949
2.8491220642e-26,2.2011203623
3.3332446625e-19,4.6810081482
1.3986599145e-27,2.0292924342
2.9529843329e-29,1.8488325772
8.0560371927e-18,7.6704850701
7.3660970263e-27,2.1200432231
1.3321622775e-19,4.3318720919
1.6066699183e-28,1.9234423164
2.6962799421e-24,2.5364874780
5.6754225940e-18,13.8234042435
8.8794154326e-34,1.5010251752
3.2512260800e-28,1.9565303747
2.8011322588e-25,2.3557770405
2.1823669983e-29,1.8361881866
3.2031198438e-25,2.3656429226
2.0539002625e-23,2.7292592442
7.0909337356e-34,1.4950734770
1.6525253938e-32,1.5834058915
6.8288435076e-19,5.0205174758
7.9045086595e-27,182.8670551604
8.0982519103e-21,3.5947961153
1.0537063269e-17,9.1703761180
8.9021089194e-21,3.6144114239
7.6709965483e-30,363.4017071758
1.5151320853e-19,27.5730010291
2.6628746141e-19,4.5880517268
3.5151022298e-18,6.2490990070
5.3460561043e-18,14.0766925664
3.5512959137e-32,1.6066323108
2.6074192548e-33,1.5302641395
3.2086486436e-18,6.1501865168
8.5850610985e-34,1.5001298026
7.0338705982e-34,1.4948606297
5.2988761679e-33,1.5502039190
3.9682838855e-27,2.0851921200
1.6060611382e-18,5.5482089965
9.9141510580e-18,8.5435651354
1.2561399570e-24,2.4719809667
3.9843257766e-31,1.6852516956
2.2147508005e-19,26.0648733037
6.2448718495e-18,7.0749868825
8.2062072877e-18,12.0640678838
4.0440393611e-26,2.2232903256
1.8613312106e-29,333.1848227164
5.1486448485e-20,4.0382156839
7.6229765894e-25,114.7234804656
1.1286020934e-31,1.6431995954
2.5478139117e-23,2.7518124079
3.8071316941e-20,33.4191196570
4.2618586103e-19,4.7894214597
5.7172859580e-22,3.1370515743
4.5622727239e-21,3.4815085321
1.7071380485e-19,4.4188232052
1.0080059324e-17,8.6639977287
1.0078447420e-17,8.6627437423
1.5072391754e-18,18.8818247732
1.5897019928e-24,2.4914551261
1.1561717086e-19,28.6710420544
3.7987424004e-27,2.0827812048
9.8604534999e-18,8.5077369346
6.1206086463e-21,42.2218821618
4.2455177755e-33,1.5439110376
7.5188128908e-31,1.7073389000
1.3211685439e-26,2.1542067161
5.4736299785e-20,4.0554850487
4.1110144264e-24,2.5738468035
9.9631312805e-21,3.6381170559
1.1451287226e-30,1.7223282022
3.1553615256e-20,3.9069134655
2.5115839461e-18,5.9110291428
1.2730185949e-18,19.4979194278
1.2246691868e-19,4.3034600013
3.0616580045e-19,4.6451765008
8.5140861365e-34,1.4999094957
5.7799549473e-29,1.8776236487
1.7828803498e-33,1.5198047827
2.7579385513e-31,1.6727430582
1.0529403289e-33,1.5055697916
3.6362098969e-33,1.5395454023
1.9741639605e-20,36.4280780733
2.9019439125e-26,2.2022705597
2.3414330309e-31,1.6672420711
2.8650344152e-33,1.5328810362
9.1827879022e-24,2.6487761481
6.8175619741e-26,2.2573233515
2.0015450789e-33,1.5229713889
6.5517522771e-30,369.0501347490
8.6574484596e-34,1.5003526974
9.3443317595e-34,1.5023828368
7.3090751062e-18,12.6688309075
2.0123502795e-18,17.8252460038
7.8093791305e-28,230.4460819877
2.4563634292e-31,1.6688479946
3.6766287840e-31,1.6825012829
3.8133877382e-33,1.5408831952
4.2480704807e-18,6.4762560127
5.3840361450e-19,22.6674378353
3.6812102441e-18,15.5678540243
1.3252351590e-32,1.5768412344
8.0435151503e-19,21.1790583733
6.2332234388e-23,71.7442340559
1.2177305680e-30,1.7245429422
7.9077654621e-25,2.4347331371
7.1185391068e-18,12.7979778459
2.4796618813e-22,3.0209946091
1.7871298249e-19,4.4354275516
3.8181119887e-18,6.3443302127
1.7217284058e-18,18.3961185885
3.1458794524e-26,2.2073406451
2.5400900714e-27,2.0608536734
9.8411881192e-18,10.8457489088
1.5553200431e-31,1.6536700883
7.3593432697e-22,3.1743523752
7.8197945057e-20,4.1603218592
3.1111570935e-26,159.2548898023
2.7569948842e-18,16.6619700210
1.6644204825e-28,1.9250700128
1.1989492231e-26,2.1484431057
4.0070475607e-22,3.0863430786
1.8222529354e-31,1.6588959697
9.8521247293e-34,1.5037934300
2.3786889065e-20,3.8362010355
2.7164437941e-22,3.0331495727
6.1466374516e-21,3.5391859377
5.7343622882e-20,31.6212153008
7.3915218958e-18,12.6131541033
6.7528480603e-30,1.7889146028
3.0428385574e-21,3.4068828285
1.8858212253e-32,1.5873624901
1.3760699576e-19,4.3429655494
1.8373305650e-21,48.8231890759
6.6753543702e-34,1.4934841086
6.4915163767e-19,21.9710549013
7.0498683153e-18,7.3269811832
3.9772669255e-34,1.4800067156
3.7927137545e-23,2.7946520292
7.2554232106e-21,3.5723621996
8.7534351668e-23,2.8902061603
2.5882397047e-20,3.8569699707
6.9084450951e-18,12.9414147951
2.3243205189e-34,1.4663034405
9.9009963992e-33,1.5682611199
1.1306013977e-21,3.2404066125
2.5795960074e-23,2.7531234957
3.1351054657e-18,6.1259788432
6.7189164803e-18,13.0720222833
3.9811150933e-18,6.3947219009
1.9271965732e-26,2.1769649984
7.2556619981e-18,12.7049611137
4.4992210961e-34,1.4831919297
1.8406261103e-18,5.6505821720
1.0520878824e-17,9.1411047169
4.3533276426e-19,4.7991449690
7.1431974513e-22,3.1698906592
1.0574919221e-17,9.2497441183
1.6006059390e-18,5.5457337374
1.9339234400e-26,2.1771776055
8.0816672060e-20,30.1583687023
7.4244894189e-18,12.5909181302
1.1621288316e-20,3.6711934546
1.0180284838e-17,10.5120116617
1.2744555723e-19,4.3168512874
2.0107545943e-18,5.7205529370
2.7384028632e-27,2.0649094452
9.7198359647e-18,8.4195757347
7.4497589732e-18,7.4585465896
2.0907136578e-24,2.5145689100
8.4046931206e-21,3.6024611571
1.6433952679e-20,3.7486243870
8.8977254799e-28,2.0060881654
1.4591394523e-31,1.6515742425
3.4273620437e-19,24.3740745172
1.5246467136e-26,2.1627769917
3.0179182252e-33,1.5343291477
2.7110515594e-32,1.5983503962
8.9305490618e-28,227.3936726885
5.6210035665e-19,22.5066038660
1.9650504101e-18,17.9124543798
2.0608384370e-28,1.9349836770
9.3112515379e-19,20.6413737499
4.9738159222e-33,1.5484006669
1.5418532159e-24,2.4889075899
7.2269398877e-34,1.4955742168
5.4922047139e-18,13.9631039920
5.6601423542e-18,6.8984782283
1.2768214780e-27,2.0245678194
3.6915706220e-22,3.0749305082
9.3828783819e-18,11.2249427783
5.0183317508e-22,3.1182097684
2.9133715392e-18,16.4556767495
2.7058349171e-34,1.4701524147
4.4445711068e-20,3.9975334441
3.8283023172e-19,4.7411830559
4.0424824078e-20,3.9718835572
7.0418180079e-18,7.3243849592
7.8528450282e-29,1.8911000668
1.9980407481e-22,2.9926845597
4.7043373468e-33,1.5468178357
1.8271603288e-21,3.3184886062
4.0184662236e-21,3.4576754475
3.9776567543e-33,1.5420712458
3.0274475501e-23,2.7701899346
2.0561353767e-25,2.3333897320
1.4152196227e-30,1.7299845977
3.1978491767e-27,2.0733350905
1.2260632491e-19,28.4309142498
2.1173117197e-33,1.5245156601
4.3549207487e-18,14.9113722188
8.7642392007e-18,7.9472020814
4.3857023023e-19,4.8025516175
6.1426674717e-18,7.0438529119
1.8688312355e-18,18.0963276515
7.1981162369e-28,1.9954186669
2.3135778684e-23,79.9313077164
9.9855876043e-18,10.7118361680
1.7734601804e-21,3.3134975233
1.7913161517e-32,1.5858195361
7.9135779387e-32,1.6317789947
3.6935180328e-18,6.3054395984
2.1056534348e-33,1.5243638659
4.4123277767e-33,1.5450012588
2.2629574912e-21,3.3548451702
9.7630014702e-33,1.5678506350
7.0032926606e-18,7.3119861629
6.2157432436e-18,13.4263018403
5.1523674135e-18,14.2304663999
2.0091703929e-21,3.3345042059
6.3835691158e-18,13.3067352527
1.0040844828e-17,8.6340082490
1.9129591620e-22,2.9870585629
7.2704169419e-18,7.3988769056
7.5955154802e-33,1.5605482568
9.0670707095e-20,4.2060633411
7.0683128905e-18,12.8321578018
1.8195522392e-31,1.6588468660
2.7930557365e-24,2.5395617346
5.9937342219e-18,6.9987276791
9.3499407693e-19,5.1952064483
7.1677824696e-32,1.6286256183
6.3418801203e-33,1.5553471340
7.4047877581e-18,7.4434735671
1.7957784581e-32,1.5858941272
3.7551189923e-33,1.5404499398
6.4192378662e-31,1.7017799512
5.1685409045e-18,6.7519301904
1.0186544879e-24,2.4549497335
