W,tauint,error
0.000000,0.500000,0.000000
1.000000,1.428778,0.017224
2.000000,2.298754,0.039189
3.000000,3.117611,0.065094
4.000000,3.891064,0.093812
5.000000,4.622431,0.124599
6.000000,5.312991,0.156882
7.000000,5.963826,0.190210
8.000000,6.576886,0.224246
9.000000,7.152952,0.258681
10.000000,7.695787,0.293367
11.000000,8.208182,0.328172
12.000000,8.691818,0.362961
13.000000,9.148871,0.397647
14.000000,9.579994,0.432103
15.000000,9.985100,0.466183
16.000000,10.366080,0.499842
17.000000,10.724373,0.533034
18.000000,11.059991,0.565652
19.000000,11.375396,0.597725
20.000000,11.672143,0.629251
21.000000,11.951686,0.660233
22.000000,12.213673,0.690583
23.000000,12.459549,0.720319
24.000000,12.690624,0.749458
25.000000,12.906981,0.777953
26.000000,13.110925,0.805895
27.000000,13.303862,0.833332
28.000000,13.486559,0.860278
29.000000,13.661069,0.886834
30.000000,13.826797,0.912937
31.000000,13.985698,0.938693
32.000000,14.137603,0.964071
33.000000,14.282985,0.989087
34.000000,14.422643,1.013778
35.000000,14.554967,1.038015
36.000000,14.680698,1.061833
37.000000,14.801893,1.085367
38.000000,14.919635,1.108686
39.000000,15.033924,1.131783
40.000000,15.146226,1.154763
41.000000,15.256033,1.177584
42.000000,15.362432,1.200171
43.000000,15.466893,1.222632
44.000000,15.568214,1.244869
45.000000,15.666786,1.266907
46.000000,15.763030,1.288775
47.000000,15.857191,1.310490
48.000000,15.949407,1.332059
49.000000,16.038901,1.353415
50.000000,16.125970,1.374578
51.000000,16.210568,1.395538
52.000000,16.292989,1.416318
53.000000,16.373786,1.436963
54.000000,16.452979,1.457471
55.000000,16.530298,1.477816
56.000000,16.607176,1.498126
57.000000,16.683513,1.518390
58.000000,16.758360,1.538523
59.000000,16.830232,1.558384
60.000000,16.899177,1.577973
61.000000,16.966215,1.597380
62.000000,17.032707,1.616732
63.000000,17.097943,1.635960
64.000000,17.162099,1.655079
65.000000,17.225030,1.674076
66.000000,17.286521,1.692926
67.000000,17.347387,1.711709
68.000000,17.408188,1.730480
69.000000,17.468646,1.749211
70.000000,17.528315,1.767859
71.000000,17.587161,1.786419
72.000000,17.644049,1.804775
73.000000,17.700092,1.823037
74.000000,17.754123,1.841084
75.000000,17.807350,1.859038
76.000000,17.860816,1.877010
77.000000,17.915193,1.895070
78.000000,17.968807,1.913044
79.000000,18.021897,1.930957
80.000000,18.073519,1.948705
81.000000,18.123724,1.966294
82.000000,18.172796,1.983751
83.000000,18.220541,2.001054
84.000000,18.266471,2.018147
85.000000,18.310629,2.035032
86.000000,18.351340,2.051519
87.000000,18.389274,2.067677
88.000000,18.424772,2.083540
89.000000,18.457613,2.099080
90.000000,18.487480,2.114255
91.000000,18.513151,2.128921
92.000000,18.536361,2.143270
93.000000,18.556123,2.157184
94.000000,18.573196,2.170746
95.000000,18.588707,2.184084
96.000000,18.601985,2.197118
97.000000,18.613710,2.209924
98.000000,18.624711,2.222599
99.000000,18.635067,2.235152
100.000000,18.645288,2.247644
101.000000,18.655280,2.260065
102.000000,18.664585,2.272359
103.000000,18.672490,2.284438
104.000000,18.679253,2.296332
105.000000,18.683691,2.307893
106.000000,18.686218,2.319171
107.000000,18.687294,2.330219
108.000000,18.686317,2.340960
109.000000,18.684354,2.351526
110.000000,18.682444,2.362047
111.000000,18.680506,2.372513
112.000000,18.679342,2.383027
113.000000,18.677967,2.393466
114.000000,18.676088,2.403791
115.000000,18.675541,2.414241
116.000000,18.676973,2.424901
117.000000,18.680013,2.435727
118.000000,18.684987,2.446765
119.000000,18.692063,2.458041
120.000000,18.699811,2.469371
121.000000,18.707441,2.480650
122.000000,18.715444,2.491945
123.000000,18.724040,2.503287
124.000000,18.733249,2.514678
125.000000,18.741958,2.525971
126.000000,18.750614,2.537226
127.000000,18.757603,2.548224
128.000000,18.763982,2.559107
129.000000,18.768316,2.569677
130.000000,18.770491,2.579917
131.000000,18.771086,2.589903
132.000000,18.770364,2.599669
133.000000,18.769427,2.609368
134.000000,18.768721,2.619060
135.000000,18.768440,2.628775
136.000000,18.770445,2.638776
137.000000,18.775514,2.649174
138.000000,18.783553,2.659964
139.000000,18.792923,2.670916
140.000000,18.804136,2.682105
141.000000,18.816836,2.693485
142.000000,18.830450,2.704975
143.000000,18.846494,2.716796
144.000000,18.865788,2.729070
145.000000,18.888736,2.741860
146.000000,18.914511,2.755053
147.000000,18.941738,2.768452
148.000000,18.971678,2.782243
149.000000,19.004811,2.796502
150.000000,19.041678,2.811314
151.000000,19.080580,2.826432
152.000000,19.120958,2.841776
153.000000,19.161858,2.857207
154.000000,19.202964,2.872679
155.000000,19.244813,2.888271
156.000000,19.288290,2.904119
157.000000,19.332584,2.920103
158.000000,19.378073,2.936281
159.000000,19.422685,2.952339
160.000000,19.465181,2.968089
161.000000,19.507217,2.983779
162.000000,19.549404,2.999504
163.000000,19.590395,3.015056
164.000000,19.630083,3.030418
165.000000,19.668708,3.045624
166.000000,19.706594,3.060723
167.000000,19.744025,3.075759
168.000000,19.780489,3.090652
169.000000,19.815254,3.105285
170.000000,19.847445,3.119518
171.000000,19.877626,3.133437
172.000000,19.905410,3.146979
173.000000,19.929179,3.159882
174.000000,19.949521,3.172236
175.000000,19.965578,3.183899
176.000000,19.978003,3.194971
177.000000,19.987823,3.205609
178.000000,19.995997,3.215966
179.000000,20.001930,3.225944
180.000000,20.006302,3.235650
181.000000,20.009887,3.245207
182.000000,20.013424,3.254734
183.000000,20.018378,3.264471
184.000000,20.025028,3.274466
185.000000,20.035339,3.285043
186.000000,20.049109,3.296173
187.000000,20.065538,3.307730
188.000000,20.083969,3.319609
189.000000,20.103519,3.331666
190.000000,20.124860,3.344014
191.000000,20.148060,3.356668
192.000000,20.172371,3.369504
193.000000,20.198070,3.382571
194.000000,20.223869,3.395655
195.000000,20.249732,3.408749
196.000000,20.274729,3.421697
197.000000,20.299186,3.434553
198.000000,20.325202,3.447672
199.000000,20.352514,3.461012
200.000000,20.380578,3.474481
201.000000,20.410922,3.488342
202.000000,20.443285,3.502554
203.000000,20.477769,3.517135
204.000000,20.512918,3.531840
205.000000,20.549517,3.546802
206.000000,20.587218,3.561966
207.000000,20.625018,3.577157
208.000000,20.662423,3.592290
209.000000,20.698095,3.607131
210.000000,20.732859,3.621824
211.000000,20.767902,3.636573
212.000000,20.802946,3.651331
213.000000,20.839261,3.666322
214.000000,20.876655,3.681512
215.000000,20.914249,3.696749
216.000000,20.951664,3.711965
217.000000,20.988954,3.727169
218.000000,21.025563,3.742263
219.000000,21.062647,3.757452
220.000000,21.099591,3.772627
221.000000,21.136738,3.787848
222.000000,21.174957,3.803273
223.000000,21.212802,3.818642
224.000000,21.250817,3.834053
225.000000,21.287864,3.849300
226.000000,21.325205,3.864612
227.000000,21.363121,3.880039
228.000000,21.400390,3.895360
229.000000,21.436913,3.910555
230.000000,21.473314,3.925739
231.000000,21.508722,3.940751
232.000000,21.543675,3.955690
