tauint,rho,drho
0.000000,1.000000,0.000000
1.000000,0.569417,0.005668
2.000000,0.387485,0.007443
3.000000,0.272423,0.008392
4.000000,0.207614,0.008658
5.000000,0.158368,0.008746
6.000000,0.143718,0.008745
7.000000,0.097472,0.009041
8.000000,0.077050,0.009214
9.000000,0.049985,0.009326
10.000000,0.024582,0.009355
11.000000,0.011272,0.009381
12.000000,0.010381,0.009393
13.000000,0.009143,0.009374
14.000000,0.014929,0.009364
15.000000,0.014536,0.009387
16.000000,0.024242,0.009421
17.000000,0.025131,0.009450
18.000000,0.020442,0.009475
19.000000,0.012200,0.009534
20.000000,0.007382,0.009578
21.000000,0.003673,0.009475
22.000000,0.008862,0.009325
23.000000,0.009476,0.009265
24.000000,0.015187,0.009227
25.000000,0.006622,0.009207
26.000000,0.010419,0.009193
27.000000,0.004922,0.009194
28.000000,0.010471,0.009192
29.000000,0.005778,0.009191
30.000000,0.009913,0.009182
31.000000,0.011370,0.009173
32.000000,0.015389,0.009167
33.000000,0.010575,0.009169
34.000000,0.016667,0.009165
35.000000,0.012343,0.009168
36.000000,0.013231,0.009167
37.000000,0.015756,0.009164
38.000000,0.019982,0.009160
39.000000,0.030745,0.009150
40.000000,0.036187,0.009146
41.000000,0.029194,0.009154
42.000000,0.022342,0.009162
