tauint,rho,drho
0.000000,1.000000,0.000000
1.000000,0.662097,0.004833
2.000000,0.462111,0.007145
3.000000,0.333644,0.008385
4.000000,0.247971,0.009016
5.000000,0.181187,0.009393
6.000000,0.145391,0.009582
7.000000,0.105113,0.009851
8.000000,0.077432,0.010021
9.000000,0.055197,0.010104
10.000000,0.030879,0.010129
11.000000,0.017406,0.010140
12.000000,0.013006,0.010161
13.000000,0.014587,0.010175
14.000000,0.015564,0.010213
15.000000,0.013429,0.010274
16.000000,0.016621,0.010341
17.000000,0.016851,0.010396
18.000000,0.013481,0.010447
19.000000,0.006870,0.010505
20.000000,0.001365,0.010547
21.000000,-0.003321,0.010501
22.000000,-0.000761,0.010417
23.000000,0.000917,0.010316
24.000000,0.003284,0.010215
25.000000,0.001225,0.010164
26.000000,0.002004,0.010136
27.000000,0.001528,0.010121
28.000000,0.005780,0.010113
29.000000,0.003653,0.010109
30.000000,0.007951,0.010103
31.000000,0.012376,0.010096
32.000000,0.014139,0.010089
33.000000,0.013260,0.010086
34.000000,0.017663,0.010081
35.000000,0.013141,0.010083
36.000000,0.017106,0.010079
37.000000,0.019093,0.010077
38.000000,0.019515,0.010076
39.000000,0.030248,0.010065
40.000000,0.033159,0.010062
41.000000,0.027183,0.010068
42.000000,0.024384,0.010072
43.000000,0.020249,0.010077
44.000000,0.017924,0.010080
45.000000,0.013833,0.010084
46.000000,0.012267,0.010086
