tauint,rho,drho
0.000000,1.000000,0.000000
1.000000,0.552494,0.005403
2.000000,0.324712,0.007535
3.000000,0.214968,0.008279
4.000000,0.158282,0.008528
5.000000,0.116059,0.008738
6.000000,0.089239,0.008900
7.000000,0.064001,0.009063
8.000000,0.047010,0.009147
9.000000,0.041348,0.009171
10.000000,0.034922,0.009137
11.000000,0.031166,0.009056
12.000000,0.034384,0.009018
13.000000,0.034134,0.008979
14.000000,0.038967,0.008966
15.000000,0.040144,0.008897
16.000000,0.038178,0.008816
17.000000,0.037714,0.008808
18.000000,0.040291,0.008807
19.000000,0.040414,0.008792
20.000000,0.034313,0.008751
21.000000,0.026977,0.008690
22.000000,0.019485,0.008675
23.000000,0.025352,0.008651
24.000000,0.025090,0.008642
25.000000,0.018791,0.008640
26.000000,0.019845,0.008636
27.000000,0.022394,0.008632
28.000000,0.026525,0.008624
29.000000,0.026936,0.008619
30.000000,0.018626,0.008624
31.000000,0.010974,0.008629
32.000000,0.007150,0.008632
33.000000,0.006086,0.008632
34.000000,0.011251,0.008630
35.000000,0.012894,0.008629
36.000000,0.012718,0.008629
37.000000,0.017298,0.008627
38.000000,0.013615,0.008629
39.000000,0.012184,0.008631
40.000000,0.011468,0.008632
