likelihood_theta1,theta1
1.8992818880e-18,0.8214905413
1.3247783416e-20,0.1568727102
1.6388257065e-18,0.7729453531
1.1506096415e-34,4.0977037808
8.8839821758e-23,2.7373554100
4.0316219427e-21,0.0910933979
6.1760961113e-21,2.4306799996
6.4022077181e-19,0.5327742769
2.4698920339e-19,0.3975580750
2.5063627380e-21,0.0698106991
1.8593447638e-18,0.8143868221
4.9188031667e-18,1.2670613231
8.0909787192e-19,0.5794434262
2.2081801297e-18,1.7347216135
8.9387579402e-19,0.6018304473
4.4821471611e-20,0.2412697889
1.3503328541e-18,0.7124253075
6.6782186182e-20,2.2181798588
3.6410523136e-18,1.0665242586
6.9281148001e-20,0.2759542301
4.3428971372e-18,1.5146559424
3.6822488978e-18,1.0717311957
3.5212132321e-18,1.0514202569
3.0560214482e-26,3.2023994716
6.0578815520e-20,0.2649774546
6.9729764577e-20,2.2138702219
4.3988083857e-32,3.8450060616
7.1060670467e-21,0.1203468924
6.4155196096e-20,0.2696355571
2.0967057988e-20,0.1866110079
4.5892118336e-18,1.4806203143
7.4760629760e-20,0.2823002066
2.2528554255e-18,0.8798681533
9.9471485793e-19,0.6277098143
3.8433595978e-18,1.0922443816
1.1134771772e-25,3.1330687341
1.4488111894e-26,3.2416270606
2.4339049061e-19,0.3958954917
9.7814421903e-19,0.6235112756
4.9415324106e-19,0.4890228864
9.1531252915e-33,3.9131944518
2.7772884507e-20,2.3016742908
4.4280519741e-19,0.4724367790
7.0205056988e-19,0.5502349325
2.7963407004e-18,0.9580320759
5.6544937692e-22,0.0140114898
2.7666211633e-18,0.9540125957
3.8120339180e-20,2.2723682631
7.2650930515e-19,0.5570131484
1.7024460112e-18,0.7853052103
9.6267606264e-21,0.1375993964
1.9011376073e-18,1.7675504392
2.3980333711e-18,0.9018713685
1.0823546904e-18,0.6495595510
2.2120362190e-18,1.7343216610
4.0654354528e-21,0.0914947807
5.0399775027e-18,1.3680281150
3.4516696746e-31,3.7537498922
3.4536113718e-44,4.9248833433
2.7214661671e-20,0.2045881071
9.6996300203e-34,4.0088099977
8.4024454893e-22,2.5830228105
1.4163163018e-40,4.6277231490
2.7877240066e-20,0.2062866765
2.8754708624e-18,0.9686275565
2.4654022629e-19,2.0769027032
6.8372025709e-20,2.2158348400
2.3665540851e-19,2.0817389764
4.9799789846e-18,1.3979799935
1.1745760733e-18,0.6718867713
4.9741023365e-18,1.4000740335
2.9380914969e-18,1.6621259113
4.2315369443e-18,1.5284249447
8.5629217601e-19,0.5919797712
6.4088111290e-28,3.4000219643
1.8657913808e-18,1.7714766874
1.5434926044e-18,0.7537720988
5.0124434317e-18,1.3845559850
2.9431265401e-21,0.0766571921
4.7704369409e-20,0.2460744016
4.5488198853e-19,0.4764118351
1.6843232229e-19,2.1207594747
1.3972330701e-18,1.8277396706
2.6502406182e-18,0.9380370670
7.6718295085e-20,0.2844758988
1.1754251379e-20,2.3772861635
1.2979921466e-18,0.7006385632
1.8787146900e-18,0.8178466411
2.6961932471e-19,0.4076732691
5.4052259398e-19,0.5033823923
2.2255527231e-18,0.8756166814
4.0218991721e-18,1.5526189144
5.6704712747e-19,0.5113791711
1.0752843108e-19,0.3139354334
6.7200038143e-21,0.1172889398
5.2162820304e-20,0.2530513483
2.1296241983e-18,1.7429286589
3.3758316154e-19,2.0386200592
7.5153493524e-20,0.2827404988
5.9675619027e-20,0.2637654487
2.9179742155e-20,0.2095302008
7.2582516017e-20,0.2798244820
1.1015405552e-21,0.0395259870
1.5758457866e-40,4.6237890697
2.0389930805e-21,0.0615214896
2.5216862556e-19,0.3999236927
6.7177767623e-22,2.5991015817
3.8322083902e-32,3.8510411053
3.8875529027e-24,2.9318693658
1.0591442952e-18,0.6438316788
6.4350201104e-20,0.2698833650
1.4442745927e-20,0.1622834439
4.1942068717e-18,1.1386746355
1.2857603283e-20,2.3696396482
8.1386820914e-27,3.2715668007
6.4843555778e-19,0.5351234624
6.7018383839e-19,1.9464801543
4.9056608827e-28,3.4132262250
1.3263133640e-19,0.3333426708
1.7368587773e-18,0.7918505365
2.1056877504e-18,1.7454530787
3.5672646396e-18,1.0572195473
6.5293484897e-22,2.6011333155
2.9607010538e-26,3.2040762919
4.6490480856e-18,1.4712471879
9.4842541774e-19,1.8937216278
5.0344656354e-18,1.3136331481
5.0488340318e-18,1.3264758275
6.2570838932e-21,0.1134355391
1.7136728779e-18,1.7888083087
8.6442262831e-19,0.5941205089
3.4545417536e-29,3.5415114567
8.9909970750e-23,2.7365704676
2.8909996501e-18,0.9706898043
2.6874248115e-18,1.6865646853
1.4719379057e-18,0.7388503331
5.3205006995e-22,0.0080884836
2.7081071042e-19,0.4081906804
5.1136784054e-29,3.5228506895
8.6944384216e-27,3.2681533347
4.5895789520e-27,3.3010019935
9.8315807712e-24,2.8761892946
4.8922064019e-18,1.2597635144
6.6407996387e-19,1.9478053440
4.7007531219e-18,1.2179528025
8.2393270438e-19,0.5834047038
5.5000738591e-19,0.5062586052
1.3562812062e-30,3.6919399191
5.3027306657e-19,0.5002522494
1.6277365378e-19,2.1245724500
3.9906967961e-18,1.5560701994
1.3293797647e-18,0.7077364436
2.7410002715e-18,0.9505286668
2.8648913891e-18,1.6692391690
2.6720980763e-19,0.4066224494
5.1562473522e-19,0.4957369209
1.3171199032e-18,0.7049745743
1.3597355254e-21,0.0466957485
2.5814069696e-21,0.0710417143
2.4063063708e-19,0.3946096034
3.3943403539e-19,0.4359467518
5.9468035447e-20,2.2296533115
1.0890417977e-19,2.1680977774
3.6159940872e-31,3.7516653144
2.2765532184e-18,0.8835278555
3.3850491235e-33,3.9558331073
8.9299824863e-22,0.0324817789
1.3612075504e-18,0.7148431743
3.2028187996e-21,2.4828166391
1.0792657087e-19,2.1690482591
1.6640885593e-18,0.7778941663
4.1345488001e-23,2.7867850628
5.9065620011e-19,1.9645161744
1.3097191815e-27,3.3644404214
2.3577445147e-20,2.3165003922
4.8027483896e-21,2.4509087550
4.1636074714e-21,2.4622483007
4.5635833973e-20,2.2553157228
1.1564245768e-18,1.8610633856
3.8274799462e-18,1.5736423940
2.7821154284e-19,0.4113735760
1.2755391885e-18,1.8440856108
4.5315995506e-18,1.4891558044
2.2790584305e-19,0.3885521889
2.0975224538e-24,2.9681013190
5.0622333762e-19,0.4928116416
