     -2.000000      -1.000000       1.882826
     -2.000000      -0.979798       1.912748
     -2.000000      -0.959596       1.944186
     -2.000000      -0.939394       1.977195
     -2.000000      -0.919192       2.011826
     -2.000000      -0.898990       2.048129
     -2.000000      -0.878788       2.086153
     -2.000000      -0.858586       2.125939
     -2.000000      -0.838384       2.167525
     -2.000000      -0.818182       2.210941
     -2.000000      -0.797980       2.256207
     -2.000000      -0.777778       2.303337
     -2.000000      -0.757576       2.352328
     -2.000000      -0.737374       2.403169
     -2.000000      -0.717172       2.455829
     -2.000000      -0.696970       2.510265
     -2.000000      -0.676768       2.566411
     -2.000000      -0.656566       2.624183
     -2.000000      -0.636364       2.683478
     -2.000000      -0.616162       2.744165
     -2.000000      -0.595960       2.806094
     -2.000000      -0.575758       2.869087
     -2.000000      -0.555556       2.932941
     -2.000000      -0.535354       2.997429
     -2.000000      -0.515152       3.062294
     -2.000000      -0.494949       3.127259
     -2.000000      -0.474747       3.192017
     -2.000000      -0.454545       3.256240
     -2.000000      -0.434343       3.319578
     -2.000000      -0.414141       3.381658
     -2.000000      -0.393939       3.442093
     -2.000000      -0.373737       3.500479
     -2.000000      -0.353535       3.556400
     -2.000000      -0.333333       3.609431
     -2.000000      -0.313131       3.659146
     -2.000000      -0.292929       3.705115
     -2.000000      -0.272727       3.746916
     -2.000000      -0.252525       3.784134
     -2.000000      -0.232323       3.816370
     -2.000000      -0.212121       3.843241
     -2.000000      -0.191919       3.864391
     -2.000000      -0.171717       3.879492
     -2.000000      -0.151515       3.888249
     -2.000000      -0.131313       3.890404
     -2.000000      -0.111111       3.885745
     -2.000000      -0.090909       3.874102
     -2.000000      -0.070707       3.855355
     -2.000000      -0.050505       3.829439
     -2.000000      -0.030303       3.796339
     -2.000000      -0.010101       3.756101
     -2.000000       0.010101       3.708823
     -2.000000       0.030303       3.654665
     -2.000000       0.050505       3.593840
     -2.000000       0.070707       3.526620
     -2.000000       0.090909       3.453329
     -2.000000       0.111111       3.374342
     -2.000000       0.131313       3.290084
     -2.000000       0.151515       3.201024
     -2.000000       0.171717       3.107670
     -2.000000       0.191919       3.010565
     -2.000000       0.212121       2.910281
     -2.000000       0.232323       2.807417
     -2.000000       0.252525       2.702585
     -2.000000       0.272727       2.596412
     -2.000000       0.292929       2.489529
     -2.000000       0.313131       2.382565
     -2.000000       0.333333       2.276142
     -2.000000       0.353535       2.170867
     -2.000000       0.373737       2.067329
     -2.000000       0.393939       1.966089
     -2.000000       0.414141       1.867679
     -2.000000       0.434343       1.772595
     -2.000000       0.454545       1.681293
     -2.000000       0.474747       1.594185
     -2.000000       0.494949       1.511638
     -2.000000       0.515152       1.433967
     -2.000000       0.535354       1.361440
     -2.000000       0.555556       1.294271
     -2.000000       0.575758       1.232621
     -2.000000       0.595960       1.176600
     -2.000000       0.616162       1.126268
     -2.000000       0.636364       1.081633
     -2.000000       0.656566       1.042656
     -2.000000       0.676768       1.009252
     -2.000000       0.696970       0.981296
     -2.000000       0.717172       0.958620
     -2.000000       0.737374       0.941023
     -2.000000       0.757576       0.928273
     -2.000000       0.777778       0.920108
     -2.000000       0.797980       0.916245
     -2.000000       0.818182       0.916380
     -2.000000       0.838384       0.920195
     -2.000000       0.858586       0.927363
     -2.000000       0.878788       0.937548
     -2.000000       0.898990       0.950412
     -2.000000       0.919192       0.965619
     -2.000000       0.939394       0.982837
     -2.000000       0.959596       1.001743
     -2.000000       0.979798       1.022022
     -2.000000       1.000000       1.043375

     -1.959596      -1.000000       1.897561
     -1.959596      -0.979798       1.927948
     -1.959596      -0.959596       1.959828
     -1.959596      -0.939394       1.993248
     -1.959596      -0.919192       2.028259
     -1.959596      -0.898990       2.064907
     -1.959596      -0.878788       2.103235
     -1.959596      -0.858586       2.143282
     -1.959596      -0.838384       2.185081
     -1.959596      -0.818182       2.228660
     -1.959596      -0.797980       2.274034
     -1.959596      -0.777778       2.321214
     -1.959596      -0.757576       2.370193
     -1.959596      -0.737374       2.420957
     -1.959596      -0.717172       2.473472
     -1.959596      -0.696970       2.527689
     -1.959596      -0.676768       2.583542
     -1.959596      -0.656566       2.640943
     -1.959596      -0.636364       2.699784
     -1.959596      -0.616162       2.759933
     -1.959596      -0.595960       2.821236
     -1.959596      -0.575758       2.883511
     -1.959596      -0.555556       2.946554
     -1.959596      -0.535354       3.010133
     -1.959596      -0.515152       3.073991
     -1.959596      -0.494949       3.137845
     -1.959596      -0.474747       3.201387
     -1.959596      -0.454545       3.264287
     -1.959596      -0.434343       3.326191
     -1.959596      -0.414141       3.386725
     -1.959596      -0.393939       3.445498
     -1.959596      -0.373737       3.502105
     -1.959596      -0.353535       3.556127
     -1.959596      -0.333333       3.607140
     -1.959596      -0.313131       3.654713
     -1.959596      -0.292929       3.698419
     -1.959596      -0.272727       3.737832
     -1.959596      -0.252525       3.772540
     -1.959596      -0.232323       3.802141
     -1.959596      -0.212121       3.826257
     -1.959596      -0.191919       3.844532
     -1.959596      -0.171717       3.856640
