     -2.000000       0.000000       3.733333

     -1.800000      -0.700000       2.512848

     -1.600000       0.500000       0.519845

     -1.400000       1.000000       0.882485

     -1.200000      -0.300000       2.433168

     -1.000000       0.200000       1.879733

     -0.800000      -0.800000       1.505621

     -0.600000       0.700000      -0.236208

     -0.400000      -0.400000       0.210005

     -0.200000       0.100000       0.097061

      0.000000      -0.900000      -0.615600

      0.200000       0.900000      -0.278939

      0.400000       0.400000       0.210005

      0.600000      -0.500000       0.133392

      0.800000      -0.100000       1.667621

      1.000000      -1.000000       1.233333

      1.200000       0.800000       2.439168

      1.400000       0.300000       2.374885

      1.600000      -0.600000       0.188245

      1.800000      -0.200000       1.738848

      2.000000       0.600000       4.011733
