tauint,rho,drho
0.000000,1.000000,0.000000
1.000000,0.636863,0.004855
2.000000,0.432464,0.007098
3.000000,0.312757,0.008272
4.000000,0.224440,0.009028
5.000000,0.180369,0.009329
6.000000,0.144222,0.009467
7.000000,0.114917,0.009586
8.000000,0.105349,0.009603
9.000000,0.094587,0.009601
10.000000,0.086607,0.009652
11.000000,0.071763,0.009760
12.000000,0.052668,0.009807
13.000000,0.042508,0.009758
14.000000,0.045107,0.009583
15.000000,0.047121,0.009412
16.000000,0.042167,0.009297
17.000000,0.035396,0.009250
18.000000,0.026802,0.009280
19.000000,0.025008,0.009294
20.000000,0.029245,0.009265
21.000000,0.042212,0.009194
22.000000,0.044105,0.009145
23.000000,0.038748,0.009126
24.000000,0.041772,0.009133
25.000000,0.037149,0.009147
26.000000,0.036492,0.009178
27.000000,0.030876,0.009223
28.000000,0.015989,0.009264
29.000000,0.005022,0.009329
30.000000,0.003435,0.009354
31.000000,-0.005041,0.009373
32.000000,-0.010221,0.009382
33.000000,-0.011638,0.009384
34.000000,-0.014488,0.009386
35.000000,-0.012565,0.009387
36.000000,-0.006374,0.009389
37.000000,0.001656,0.009392
38.000000,-0.002443,0.009394
39.000000,-0.001714,0.009397
40.000000,-0.000536,0.009399
41.000000,-0.004936,0.009400
42.000000,-0.006207,0.009402
43.000000,-0.005406,0.009402
44.000000,-0.010412,0.009400
45.000000,-0.014405,0.009399
46.000000,-0.014968,0.009398
47.000000,-0.014092,0.009398
48.000000,-0.009407,0.009400
49.000000,-0.010245,0.009400
50.000000,-0.013288,0.009399
51.000000,-0.012310,0.009399
52.000000,-0.009562,0.009400
53.000000,-0.006443,0.009401
54.000000,-0.004724,0.009402
55.000000,-0.007979,0.009401
56.000000,-0.011147,0.009400
