likelihood_sigma,sigma
5.2355805472e-28,2.4635699503
2.0311381682e-32,237.3939202070
6.5160627380e-30,145.9678970927
5.3604989463e-21,17.8287135869
1.3978961282e-32,244.8918994675
1.5023908472e-20,14.6558492036
3.5681624411e-20,7.7679908071
1.9578371761e-24,46.3768512187
3.5579291747e-27,2.6081151898
6.3696302809e-22,4.5254395229
8.6537068142e-25,50.2896994569
7.2822684574e-24,3.4804869536
7.3987400452e-30,2.2005056050
6.8281613027e-28,2.4824668912
2.9181563022e-26,2.7924672185
7.0863260205e-23,3.9193595632
7.4429070248e-32,1.9797989858
1.3909515242e-23,3.5918139565
2.1602598063e-23,36.1507892300
3.4795028201e-20,7.6936550967
1.9458637353e-30,2.1307669688
2.5990550144e-21,19.9969874480
3.9351190663e-20,8.1186922844
7.0620675856e-25,3.1426366246
1.0834253505e-28,2.3580606569
3.2912699421e-31,2.0454416904
2.6298984681e-20,7.0757179863
4.2923758428e-37,574.7943486425
4.4614515488e-20,9.6177614161
4.7833008724e-23,3.8330527468
1.2182709128e-22,4.0475033995
2.9049626289e-22,4.2796321129
7.6274754874e-27,2.6714672947
9.5322301424e-21,5.9039735758
4.7888229429e-25,3.0941389665
2.2117116901e-23,3.6775738436
1.5846501358e-33,1.8299599394
4.0705478255e-20,10.6150374988
5.1305127664e-27,2.6380694898
1.3160220402e-20,15.0803114736
1.4148630560e-22,29.2695698364
1.2928666172e-25,2.9434569641
6.3301444932e-29,2.3244353800
1.1859603942e-20,15.4084996602
2.4037668320e-26,2.7741635619
2.1664988531e-21,5.0090985824
6.3206905809e-27,2.6555142633
2.2202107288e-26,2.7667492484
9.3082472435e-21,16.1590463583
4.5172591028e-32,1.9588061994
6.5552706134e-30,2.1939689196
1.1706739481e-20,15.4491363347
1.0322765172e-30,2.0994059595
7.7349914993e-22,4.5928568522
8.6416482068e-21,5.8264967730
4.6906004150e-34,1.7877062777
6.9786508596e-22,24.0274098181
1.9878260025e-24,3.2817494804
5.0033164365e-21,5.4524954389
3.8268399849e-33,1.8619912229
1.7306352109e-21,21.2243944049
7.2305582491e-23,3.9239272182
3.3630129068e-20,11.6784073458
3.1978221909e-34,334.7135488006
1.7857578862e-20,14.0872092455
1.7530245347e-24,46.8924566669
4.2138558458e-20,10.3461043821
1.3567683146e-21,21.9659037494
1.3485215872e-21,4.8037352848
1.9153781355e-34,1.7579840314
4.3035907821e-20,8.6310088329
2.6449088745e-21,19.9444533255
2.1433297430e-20,6.7546484925
3.1753928131e-22,4.3055813698
1.0395315336e-23,39.0794192486
5.9874843465e-26,2.8629521226
5.2760542478e-31,2.0673321245
6.4684623165e-33,1.8816675919
7.8310935399e-29,2.3376147490
1.3373019137e-29,2.2331318739
7.1116927389e-21,16.9780823346
2.4163493350e-33,1.8451316743
3.9049565372e-24,3.3813520908
3.5719416100e-29,2.2898354782
1.4148647443e-31,2.0075673806
5.8419217340e-28,2.4713259100
4.2521357231e-21,18.5223634631
1.4974890843e-24,3.2421413226
1.0902208700e-28,2.3584585928
1.0284227595e-23,3.5387276635
4.3661725117e-28,2.4508428512
1.3922026662e-21,21.8870642188
1.4615682047e-22,29.1579449015
2.0426200425e-33,1.8390556190
1.1698230405e-21,4.7470351237
2.7712460183e-22,4.2660732191
2.3031239305e-23,3.6853216744
8.8428386643e-22,4.6410921540
6.4070946690e-24,3.4595086471
1.4631301277e-24,3.2389490567
4.3523176111e-32,1.9572626007
1.7079905936e-22,4.1334986309
2.8306183135e-20,7.2118453905
1.5245801469e-24,3.2446125661
6.1232846832e-22,4.5121004614
3.1375157914e-22,4.3020568524
3.8205696695e-20,7.9997178297
2.9584736394e-20,7.3007576636
1.3637247227e-21,4.8082951715
1.7971503959e-27,2.5543328463
1.0935297721e-20,15.6617610485
4.2522734898e-20,10.2654983562
1.7507481987e-34,351.7143538345
4.4757748233e-20,9.1935939860
2.2728060040e-25,57.2453536687
1.2857698788e-39,920.5521603702
2.4325337204e-21,5.0635911432
1.6914779080e-25,2.9728942672
3.5346128629e-20,11.4375708148
3.1131937560e-20,12.0251381355
8.6586798478e-28,2.4996591685
5.6994827664e-29,2.3179985420
1.5265404613e-27,2.5418685761
4.5555481660e-28,2.4538047768
5.0815826330e-23,3.8460015008
2.8016054364e-25,3.0301820243
8.8235353356e-28,2.5010364835
4.4031733414e-20,9.8710483774
6.3281497234e-36,461.6305621276
1.4452468709e-22,4.0903581226
4.2109225756e-20,10.3520705456
3.1254816122e-20,12.0080791916
5.2893819156e-33,265.4761810176
1.8513450753e-25,58.3769034889
1.5680418064e-20,6.3692272762
1.6106104063e-26,2.7372700420
5.2420033551e-21,5.4811961605
1.6300784799e-33,1.8309676096
1.3787528549e-29,2.2348447799
5.5733956839e-24,3.4370364372
3.2203528075e-21,19.3541064241
6.6650550945e-26,2.8738406994
1.6383887478e-32,1.9176812841
4.3574582723e-23,3.8133217374
1.0620643234e-23,3.5442888965
4.3771078077e-20,8.7922043366
5.7973768364e-23,32.4286038071
3.5898885106e-21,5.2616800457
6.2214902732e-26,2.8668343857
3.3492988786e-23,3.7590777245
3.6780694247e-21,18.9562798716
3.4551035353e-22,4.3306119471
1.5380178483e-25,2.9623936634
2.4411328827e-26,2.7756089078
1.0904107059e-26,2.7024498611
4.6176436434e-33,1.8689794050
2.4626960373e-20,12.9583461022
3.8025303388e-25,3.0662177338
9.9189722472e-31,2.0974672789
1.2000487550e-21,22.3422776512
2.3819886050e-28,2.4094694389
2.7120207243e-20,12.5906949948
8.5771156694e-21,5.8207281479
1.9426553774e-31,196.5451956870
6.7958610031e-32,1.9759376287
6.3161869815e-21,5.6014289853
4.4911810334e-21,5.3879015622
3.0487651199e-26,2.7966406944
4.0761641950e-21,5.3320402705
2.4174739966e-34,1.7656032768
3.3022301485e-20,7.5528346748
1.5862865663e-21,21.4890522625
8.5671348749e-33,1.8923948092
1.0663359044e-23,3.5449839881
3.9058514233e-21,5.3080546214
8.4254689114e-23,3.9590776682
4.7317858530e-21,18.2024920232
1.4141577253e-22,4.0848335166
1.8336013637e-25,2.9818741120
1.1204237550e-24,49.0255935198
3.1637452983e-20,7.4485323630
1.2873441952e-32,1.9081884312
2.4370804366e-20,12.9971699961
8.3022450880e-31,2.0888723862
3.2673341079e-28,103.9954150834
6.1693244804e-27,2.6534732332
1.1086511375e-33,1.8173308808
1.6944501279e-21,21.2885387776
9.2594213386e-21,5.8806418959
8.1515100749e-23,31.2002827963
1.4387208060e-23,3.5978806246
3.6331025428e-20,7.8244666887
4.4105232819e-20,9.8455858431
1.1524871062e-22,4.0338447244
2.7497240046e-20,7.1565463546
9.9142975909e-24,3.5324260180
1.3637842782e-20,14.9668711154
4.4815217034e-20,9.4317568039
5.1042573616e-24,3.4230542723
5.1229401146e-31,2.0659503688
1.7539262156e-28,2.3891867022
2.5877234924e-20,12.7718416106
2.1989371618e-20,6.7911347642
