W,tauint,error
0.000000,0.500000,0.000000
1.000000,1.136863,0.012940
2.000000,1.569327,0.025261
3.000000,1.882084,0.037104
4.000000,2.106525,0.047953
5.000000,2.286894,0.058204
6.000000,2.431116,0.067780
7.000000,2.546033,0.076671
8.000000,2.651382,0.085357
9.000000,2.745969,0.093764
10.000000,2.832576,0.101953
11.000000,2.904339,0.109639
12.000000,2.957007,0.116590
13.000000,2.999515,0.123096
14.000000,3.044622,0.129663
15.000000,3.091743,0.136291
16.000000,3.133910,0.142681
17.000000,3.169306,0.148733
18.000000,3.196108,0.154340
19.000000,3.221116,0.159809
20.000000,3.250360,0.165450
21.000000,3.292573,0.171737
22.000000,3.336678,0.178133
23.000000,3.375426,0.184252
24.000000,3.417198,0.190544
25.000000,3.454347,0.196587
26.000000,3.490839,0.202598
27.000000,3.521715,0.208284
28.000000,3.537704,0.213069
29.000000,3.542727,0.217148
30.000000,3.546161,0.221074
31.000000,3.541120,0.224409
32.000000,3.530899,0.227342
33.000000,3.519262,0.230106
34.000000,3.504774,0.232605
35.000000,3.492208,0.235155
36.000000,3.485835,0.238055
37.000000,3.487490,0.241453
38.000000,3.485047,0.244523
39.000000,3.483333,0.247598
40.000000,3.482798,0.250713
41.000000,3.477862,0.253468
42.000000,3.471655,0.256083
43.000000,3.466248,0.258710
44.000000,3.455837,0.260915
45.000000,3.441432,0.262763
46.000000,3.426464,0.264512
47.000000,3.412372,0.266272
48.000000,3.402965,0.268347
49.000000,3.392720,0.270312
50.000000,3.379433,0.271987
51.000000,3.367123,0.273693
52.000000,3.357560,0.275578
53.000000,3.351118,0.277682
54.000000,3.346394,0.279894
55.000000,3.338415,0.281800
56.000000,3.327268,0.283401
