tauint,rho,drho
0.000000,1.000000,0.000000
1.000000,0.431854,0.005263
2.000000,0.201458,0.006523
3.000000,0.101370,0.006853
4.000000,0.056240,0.006903
5.000000,0.032868,0.006922
6.000000,0.020246,0.006894
7.000000,0.011858,0.006961
8.000000,0.003008,0.007040
9.000000,0.006378,0.006982
10.000000,0.002137,0.006940
11.000000,-0.000144,0.006893
12.000000,-0.005712,0.006870
13.000000,-0.008910,0.006922
14.000000,0.002089,0.006930
15.000000,0.013120,0.006930
16.000000,0.011648,0.006931
17.000000,0.013676,0.006932
18.000000,0.001431,0.006934
19.000000,0.000465,0.006934
20.000000,0.001964,0.006934
21.000000,-0.004086,0.006934
22.000000,-0.003383,0.006934
23.000000,-0.007467,0.006933
24.000000,-0.010051,0.006933
