W,tauint,error
0.000000,0.500000,0.000000
1.000000,0.931854,0.010606
2.000000,1.133313,0.018242
3.000000,1.234682,0.024341
4.000000,1.290922,0.029387
5.000000,1.323789,0.033692
6.000000,1.344036,0.037472
7.000000,1.355893,0.040831
8.000000,1.358902,0.043747
9.000000,1.365280,0.046619
10.000000,1.367417,0.049218
11.000000,1.367272,0.051614
12.000000,1.361560,0.053684
13.000000,1.352650,0.055511
14.000000,1.354739,0.057695
15.000000,1.367859,0.060298
16.000000,1.379507,0.062806
17.000000,1.393183,0.065381
18.000000,1.394614,0.067346
19.000000,1.395079,0.069214
20.000000,1.397042,0.071112
21.000000,1.392957,0.072655
22.000000,1.389574,0.074184
23.000000,1.382107,0.075444
24.000000,1.372055,0.076506
